,Density of the material (g/cm3),Helium Void Fraction,Gravimetric Void Fraction,Surface Area volumetric (m2/cm3),Surface Area gravimetric (m2/g),PLD (_),LCD (_),Pore Volume (cm3/g),ch4_100bar_cccc,ch4_100bar_density_kgm3,ch4_100bar_gg,ch4_100bar_heatcap_JmolK,ch4_100bar_qst_kJmol,ch4_100_7_delcap_gg,ch4_50bar_cccc,ch4_50bar_density_kgm3,ch4_50bar_gg,ch4_50bar_heatcap_JmolK,ch4_50bar_qst_kJmol,ch4_50_7_delcap_gg,ch4_7bar_cccc,ch4_7bar_density_kgm3,ch4_7bar_gg,ch4_7bar_heatcap_JmolK,ch4_7bar_qst_kJmol
CUFROK,0.926,0.382866,0.475531,373.47,403.5,4.01,5.08,0.413462203,157.434478,112.68142,0.121745338,3201.81289,20.22949,0.033181112,149.5110125,107.01031,0.115618059,5276.29743,21.37696,0.027053833,114.5264606,81.97063,0.088564226,6775.35309,21.15151
CUFRUQ,1.055,0.374266,0.449277,291.85,276.77,3.86,5,0.354754502,166.3074521,119.03212,0.112880829,4226.85271,23.90441,0.024816488,162.1127297,116.02981,0.11003367,3808.75426,23.078,0.021969329,129.7452921,92.86329,0.088064341,11433.94366,23.8935
CUFSAX,0.993,0.372578,0.444295,235.53,237.15,3.8,5.06,0.375204431,167.7770556,120.08397,0.12091088,3627.61305,25.73958,0.027065238,163.6934079,117.16115,0.117967943,3651.82485,22.30178,0.0241223,130.2210809,93.20383,0.093845642,6883.1508,23.23645
CUFSAX01,0.962,0.377562,0.458854,290.91,302.45,3.93,4.97,0.392476091,164.5197541,117.7526,0.122427256,3152.13395,22.85617,0.027012491,157.8158699,112.95439,0.117438566,5102.33752,23.40174,0.0220238,128.2199264,91.77153,0.095414766,10567.24813,22.87354
CUFYOT,0.678,0.750534,0.747048,2008.1,2963.04,7.38,10.52,1.106982301,227.7122898,162.98173,0.240489151,17005.61894,14.09182,0.203003923,173.8656904,124.44182,0.183621237,17643.20572,13.10971,0.146136009,35.49368867,25.40409,0.037485228,3359.73846,10.45621
CUFYUZ,1.231,0.558787,0.583373,1344.82,1092.82,8.62,10.7,0.453929326,182.3344026,130.50317,0.106049939,11840.4488,16.34173,0.067591379,159.063411,113.8473,0.092514988,13964.8415,15.88387,0.054056428,66.12279702,47.32642,0.03845856,12153.71152,15.23203
CUGDIT,1.059,0.221463,0.369129,168.2,158.87,3.99,5.05,0.209124646,82.47572322,59.03079,0.05575826,2111.86813,18.06926,0.022387798,76.12894853,54.48818,0.051467481,2877.0295,18.73525,0.018097019,49.36045401,35.32902,0.033370463,3458.12065,19.1268
CUGVUW,1.322,0.165408,0.351834,285.52,215.98,4,6.15,0.125119516,76.41854686,54.69545,0.04137466,5873.62392,20.20219,0.01984599,71.1267368,50.90792,0.038509559,8383.00772,21.83482,0.016980889,39.76321979,28.45994,0.02152867,10031.46173,20.55654
CUHBOW,0.706,0.464663,0.59937,950.32,1346.44,11.09,11.62,0.65816289,113.7077838,81.38468,0.115309018,5905.06201,10.30346,0.103165603,70.48306208,50.44722,0.071475605,4135.10716,9.23978,0.05933219,11.97478605,8.57078,0.012143415,697.82853,8.85308
CUHPUR,0.892,0.590718,0.622245,1502.67,1683.9,5.12,6.83,0.66223991,200.1290736,143.23945,0.160517027,13852.64062,17.9278,0.093051849,178.386255,127.67734,0.143077819,12962.7956,17.83237,0.075612641,84.11408947,60.20343,0.067465178,13762.19427,15.96665
CUHZOU01,0.989,0.383096,0.492948,790.8,799.85,4.64,6.56,0.387356926,125.3338753,89.70588,0.090732895,9057.88422,18.66419,0.045278579,112.537241,80.54688,0.081469034,6316.41909,18.45922,0.036014717,62.78831496,44.93982,0.045454316,7947.94648,17.04531
CUKZAK,1.193,0.330452,0.47104,488.16,409.26,3.82,5.58,0.276992456,143.0535967,102.38851,0.085841728,11664.45213,20.32163,0.043544996,126.8422526,90.78548,0.076113837,12000.20867,19.21002,0.033817105,70.48669539,50.44982,0.042296733,13945.26674,19.2282
CUMHUP,0.698,0.567184,0.653716,630.53,903.9,9.89,10.66,0.812584527,158.0853406,113.14726,0.162205489,12226.2612,12.18954,0.142195229,108.4529597,77.62361,0.111279549,9524.90596,10.80788,0.091269289,19.50198377,13.95826,0.02001026,1579.63909,9.35124
CUMLUT,1.286,0.484738,0.557227,639.67,497.47,3.95,5.26,0.376934681,188.6657967,135.03478,0.105017308,5396.06214,19.01298,0.041220482,174.0427107,124.56852,0.096877639,9053.04843,20.76463,0.033080813,114.6123354,82.0321,0.063796826,15879.9296,21.34798
CUMMEE,1.075,0.607082,0.605708,1196.91,1113.47,4.71,6.37,0.564727442,199.1927348,142.56928,0.132632077,13091.66027,18.80499,0.051712213,186.2981478,133.34017,0.124046243,11788.90171,19.18099,0.043126378,121.5290407,86.98263,0.080919864,28233.48648,19.03893
CUMWAI,1.666,0.691069,0.801889,3007.16,1805.08,5.59,7.46,0.414807323,173.1019127,123.89515,0.074369373,8683.00418,11.84634,0.064699667,123.7613799,88.58039,0.053171314,9259.74225,11.17525,0.043501609,22.50717551,16.10918,0.009669706,1309.76511,9.1684
CUMWAI01,1.744,0.704146,0.794034,2946.83,1689.49,5.48,7.11,0.40375344,177.679233,127.1713,0.072910119,12405.352,12.23258,0.06254375,129.515287,92.69867,0.053146194,12466.33653,11.57004,0.042779825,25.26245399,18.08123,0.010366369,2093.03024,9.42582
CUMWEM,1.361,0.72438,0.839787,2506.63,1841.44,10.71,11.34,0.532240999,168.4098831,120.5369,0.088549874,11083.10293,10.17572,0.080822602,101.6314485,72.74122,0.05343779,5476.20208,8.71167,0.045710518,14.69622597,10.51861,0.007727272,480.40883,6.85294
CUNFOH01,1.653,0.467059,0.572559,1324.85,801.67,5.09,7.83,0.282552329,147.05114,105.2497,0.063687134,8822.61038,15.11435,0.048767563,119.9394217,85.84488,0.051945181,10132.14419,14.54173,0.03702561,34.44871527,24.65616,0.014919571,4745.98883,12.58169
CUPPUZ,0.673,0.528522,0.652859,1639.56,2435.39,7.36,8.08,0.785322437,175.6124148,125.69201,0.186703593,9087.57752,14.42891,0.157657893,133.0605731,95.23615,0.141464298,9036.58584,13.3277,0.112418599,27.32023192,19.55406,0.0290457,1968.17896,10.85235
CUPWOB,1.404,0.239896,0.386079,329.29,234.48,4.17,5.15,0.170866097,82.22937259,58.85447,0.041910714,4587.27618,19.72069,0.014211515,76.20868018,54.54524,0.038842084,3886.69348,18.60969,0.011142885,54.34619361,38.89749,0.027699199,9017.69148,21.00573
CUPXIW,1.418,0.238845,0.384184,316.22,223.06,3.8,5.37,0.168437941,78.7735874,56.38104,0.039772182,4145.34214,20.27299,0.013644751,73.98356758,52.95265,0.037353738,6306.09889,19.3191,0.011226306,51.74851801,37.03824,0.026127431,9098.25713,20.56544
CUQRIR,1.106,0.32979,0.464312,295.2,266.79,3.89,5.05,0.29818264,126.0192143,90.1964,0.08151617,4211.50261,18.49828,0.029382074,116.5177378,83.39586,0.075370092,5606.14726,19.82953,0.023235995,80.59625277,57.68559,0.052134096,11316.67534,20.90106
CUQRUD,0.986,0.493788,0.562558,807.32,818.45,4.11,5.64,0.500799189,185.277127,132.60938,0.134439075,5447.72494,17.80947,0.049163695,168.8001398,120.81622,0.122483196,5230.013,18.0462,0.037207815,117.5222121,84.1148,0.08527538,11321.55947,20.05401
CUQSAK,0.673,0.607847,0.653825,1226.35,1823.14,5.06,17.25,0.903190193,177.1099676,126.76386,0.188453693,9503.87062,12.57442,0.13821246,139.7867515,100.05032,0.14873996,12920.07304,12.97256,0.098498727,47.21702726,33.79489,0.050241233,9723.1997,14.51835
CUQSEO,0.417,0.748656,0.754939,1579.57,3791.36,14.91,17.19,1.795338129,188.1185444,134.64309,0.323181451,25529.3397,10.98877,0.258056681,136.1640575,97.45743,0.233925357,22832.35257,10.72608,0.168800587,37.90804472,27.13213,0.06512477,10948.68,12.03729
CUQSOY,0.908,0.447106,0.523196,997.96,1098.85,4.95,8.85,0.492407489,155.7502015,111.47592,0.122746631,8089.02092,17.48171,0.072155165,135.9574751,97.30957,0.107147996,7602.54616,17.3602,0.056556531,64.19427454,45.94611,0.050591465,7785.68133,16.54629
CUQXES,2.769,0.300677,0.477291,338.41,122.23,3.83,5.59,0.108586854,110.9848677,79.43579,0.028690615,11034.11033,17.25988,0.016799646,96.08268658,68.76977,0.024838263,14232.49916,18.06961,0.012947295,45.99823305,32.92256,0.011890969,10809.82663,17.19858
CURBOH,1.264,0.559211,0.613801,1241.61,982.23,4.38,9.36,0.442413766,182.8459346,130.86929,0.103530614,6853.10654,16.07586,0.064049524,159.6611721,114.27514,0.09040299,9644.05085,16.7655,0.0509219,69.72775057,49.90661,0.03948109,11129.72729,15.41342
CURYOE01,1.023,0.495935,0.524512,1019.78,997.24,8.38,10.23,0.484784946,169.7850178,121.52114,0.118837196,14016.94157,18.05979,0.061775117,154.6307694,110.6747,0.108230322,18117.10138,18.74652,0.051168242,81.52570518,58.35083,0.05706208,21885.79524,17.15358
CUSDIE,0.916,0.511076,0.618627,1267.35,1383.5,4.62,8.59,0.557943231,149.2475445,106.82174,0.116612396,15375.54684,14.69336,0.081054815,127.5064879,91.2609,0.099625338,19812.8031,14.83764,0.064067757,45.50872642,32.5722,0.035557581,12245.35422,13.92854
CUSZIB,0.751,0.605867,0.660352,1429.49,1903.85,4.53,5.23,0.806747004,223.5497088,160.00242,0.213100033,11981.57717,18.71748,0.111556834,204.1681284,146.13034,0.194624431,13563.28482,18.71622,0.093081232,106.5225208,76.24193,0.1015432,25413.85293,17.68347
CUTBOK,1.399,0.184583,0.37405,119.94,85.72,3.76,4.88,0.131939242,64.37854994,46.078,0.032929385,965.76361,16.9319,0.01441196,57.94787338,41.47534,0.029640118,2688.7307,19.44333,0.011122694,36.2024658,25.91138,0.018517424,4081.72012,19.62791
CUTCEB,0.776,0.468381,0.643648,1188.72,1531.95,3.79,5.36,0.603583763,162.4448716,116.26753,0.149839961,9706.98603,15.72765,0.11205056,131.7401213,94.29106,0.121517746,9893.82048,15.25792,0.083728345,40.96833917,29.32249,0.037789401,4251.24333,13.91979
CUTFON,0.817,0.431636,0.519386,1093.91,1339.55,5.91,7.39,0.528318237,134.9046523,96.55603,0.118053457,23619.89847,16.00227,0.079405741,116.8694025,83.64756,0.102271024,17825.70464,15.27146,0.063623308,44.16437148,31.61,0.038647716,16442.90443,14.18559
CUTMIP,1.147,0.426452,0.560291,369.12,321.86,4.01,5.5,0.371797733,152.8373057,109.39106,0.095385866,9434.19339,18.45983,0.04168025,140.0405782,100.23199,0.08739942,9699.26167,19.482,0.033693804,86.05280759,61.59103,0.053705615,17481.49675,19.48614
CUTTOC,1.099,0.451879,0.572036,1953.52,1777.81,5.05,5.77,0.411172884,150.1517494,107.46891,0.097802847,4046.14299,15.27805,0.070099345,128.5063431,91.97653,0.083703895,4932.53224,14.95932,0.056000393,42.53178086,30.4415,0.027703502,3193.87316,13.208
CUVHEH,1.987,0.211858,0.411417,471.17,237.13,4.33,8.52,0.106622043,68.43324901,48.98009,0.024650478,1467.17344,14.73007,0.013055659,61.55669444,44.0583,0.02217346,3440.32432,16.82427,0.010578641,32.18887511,23.03872,0.011594819,5601.65048,16.67396
CUVHIL,1.987,0.215894,0.410653,464.46,233.75,3.94,8.42,0.108653246,67.4691726,48.29007,0.024303206,2205.91068,16.21978,0.012346964,61.57009722,44.06789,0.022178288,2757.17502,16.00199,0.010222046,33.19223555,23.75686,0.011956242,4918.91511,16.87159
CUVHIL01,1.991,0.210078,0.410007,462.76,232.41,3.81,8.15,0.105513812,66.65094133,47.70443,0.023958598,3577.08195,17.456,0.011766624,61.6491683,44.12449,0.022160642,3407.61959,17.35909,0.009968668,33.91711558,24.27568,0.012191974,5974.66973,17.71529
CUWTEV,1.1,0.484351,0.644859,740.59,673.31,3.91,5.22,0.440319091,213.2004389,152.59509,0.138734022,10871.1395,17.98772,0.084519211,184.0087931,131.70159,0.119738403,13020.78412,18.63703,0.065523591,83.31497473,59.63147,0.054214811,10586.71903,17.6833
CUWTIZ,0.937,0.472598,0.652689,721.13,769.23,3.97,5.16,0.504373533,210.001035,150.30516,0.160332308,12327.639,18.13986,0.103262546,173.7675821,124.3716,0.132668667,17574.09753,18.49411,0.075598905,74.74918334,53.50063,0.057069762,11251.1723,16.88621
CUWXEY,1.27,0.213325,0.387842,473.96,373.28,4.91,6.54,0.167972441,71.05525298,50.85675,0.040053734,3823.35769,17.22827,0.019888368,64.05473194,45.84623,0.036107552,4526.118,17.7273,0.015942185,35.77332436,25.60423,0.020165367,6639.34433,18.03911
CUWXIC,0.586,0.700285,0.729066,1590.99,2715.81,10.88,11.92,1.195025597,192.9271132,138.08475,0.235712359,22614.25075,11.85854,0.179057965,143.2946402,102.56104,0.175072944,20803.34481,11.21143,0.11841855,46.37079191,33.18921,0.056654394,11253.88012,13.39989
CUYWUP,0.989,0.472422,0.526671,487.49,493.01,3.88,6.93,0.477676441,178.4582682,127.72889,0.129177063,6140.76799,20.13984,0.047287982,165.195198,118.23604,0.119576586,8976.89479,20.75531,0.037687505,113.1298641,80.97104,0.081889081,13706.64129,20.6749
CUZLIU,0.777,0.633802,0.756094,1673.98,2155.6,8.72,9.32,0.81570399,162.4311735,116.25773,0.149706378,9876.33111,11.32195,0.13489887,104.2795009,74.63652,0.096110285,6017.46189,10.01399,0.081302777,16.06612176,11.49909,0.014807508,600.81876,7.92254
CUZLOA,0.81,0.654951,0.758472,1762.7,2176.11,9.1,10.15,0.808581481,172.6216725,123.55143,0.152529085,7108.09672,11.64135,0.135200271,113.6123972,81.31641,0.100388293,5302.79854,10.21045,0.083059479,19.61153086,14.03667,0.017328814,804.65796,8.69274
DABFIX,0.594,0.657554,0.685018,1524.36,2564.13,8.55,11.02,1.106993266,208.5226359,149.24702,0.250770874,34944.45687,14.3953,0.201585233,165.5760821,118.50865,0.199123028,40023.63982,13.50392,0.149937388,40.89916539,29.27298,0.049185641,13382.21951,12.11056
DACKAV,1.002,0.541321,0.610332,1759.7,1755.91,6.47,7.81,0.540240519,173.6431042,124.2825,0.123557912,12925.04463,16.21114,0.093058365,145.0323559,103.80478,0.103199578,13665.60992,15.42794,0.072700031,42.86278366,30.67841,0.030499547,5939.1303,12.73891
DACKID,1.098,0.644925,0.706028,1201.01,1094.1,5.54,6.27,0.587363388,194.9909568,139.56192,0.126467379,9601.39715,15.19424,0.089691589,162.6868704,116.44074,0.10551557,11175.83929,14.99151,0.068739781,56.70194574,40.58359,0.03677579,5768.44892,13.45814
DADKOL,0.92,0.629366,0.633853,1373.12,1492.57,6.12,9.18,0.684093478,209.1484642,149.69494,0.162718752,11606.76615,17.79133,0.097114614,183.5442328,131.36909,0.142798508,17619.08213,18.25509,0.077194369,84.3234397,60.35326,0.065604139,15244.52798,16.04556
DADKUR,0.881,0.62153,0.651314,1371.3,1556.71,5.84,9.44,0.705482406,199.4949593,142.78559,0.16209203,15016.8272,17.1822,0.102567202,175.8339519,125.85057,0.142867179,16060.11541,17.13395,0.083342352,73.26025237,52.43495,0.059524827,11508.01339,15.18853
DADLOM,0.612,0.65064,0.672144,1104.89,1805.49,15.79,16.6,1.063137255,189.4157183,135.57152,0.221538101,12107.88031,11.89008,0.165598717,144.2865978,103.27102,0.168755683,14129.81586,12.43294,0.112816298,47.82833593,34.23243,0.055939385,7737.25016,13.64954
DAFYOB,0.867,0.713237,0.568659,1518.99,1752.51,6.93,8.94,0.822649366,249.2634877,178.40668,0.205835661,6773.5009,21.03638,0.052230895,237.4714108,169.96668,0.196098054,8120.88696,20.4024,0.042493288,186.0127616,133.1359,0.153604766,17105.33138,20.97297
DAFZAO,0.835,0.598053,0.612941,1153.24,1380.56,3.83,8.66,0.716231138,230.5121155,164.98566,0.197509403,8508.30769,20.46688,0.096620158,213.2552923,152.63435,0.182723261,15603.4661,20.39908,0.081834016,117.7472719,84.27588,0.100889245,20672.46092,18.59815
DAGJAZ,1.069,0.423653,0.499335,668.68,625.42,4.97,13.43,0.396307764,141.4092237,101.21158,0.094665588,21705.04971,16.94006,0.059337852,123.117896,88.11983,0.082420564,21543.27742,16.48312,0.047092828,52.77173952,37.7706,0.035327736,23507.0084,16.04235
DAHFAV,0.967,0.516451,0.635523,1420.22,1469.36,7.55,8.86,0.534075491,146.0042062,104.50037,0.107959241,12080.55799,12.81626,0.094059006,108.1304023,77.39275,0.079954383,11000.48136,11.78953,0.066054148,18.79869398,13.45489,0.013900235,1885.87014,9.79791
DAHWUE,1.065,0.562665,0.687083,1629.8,1530.53,9.49,10.24,0.528323944,170.3279055,121.9097,0.114484801,6980.85447,13.25289,0.096923089,126.2581102,90.36739,0.084863573,6479.164,12.22841,0.067301861,26.12791949,18.70067,0.017561712,1613.21986,10.6529
DAJBOH,0.962,0.46206,0.519234,736.92,766.07,4.3,5.57,0.48031185,175.1853129,125.38632,0.130347399,4946.63179,20.13478,0.056236805,163.1456883,116.76913,0.121389264,6258.73542,20.88247,0.047278669,99.6037344,71.28991,0.074110595,11526.52306,20.19327
DAJHOM,0.434,0.788624,0.788858,1918.82,4423.96,8.47,12.37,1.817105991,225.5265695,161.41733,0.372162324,10284.39994,13.16717,0.318030799,167.4306169,119.83601,0.276292801,8257.31785,11.97421,0.222161275,32.80315187,23.47837,0.054131525,1727.54222,10.13804
DAJVES,0.406,0.873398,0.817903,1358.34,3349.21,24.69,25.83,2.151226601,223.3816302,159.88212,0.394217885,8395.90575,10.25331,0.286985845,168.5818115,120.65996,0.297508641,7141.16152,10.42711,0.190276601,60.76250941,43.48987,0.10723204,5000.76705,12.54348
DAJVIW,0.419,0.878322,0.81369,1412.7,3373.51,23.72,25.18,2.09623389,230.201537,164.76337,0.393456816,8105.69229,10.15758,0.284156994,175.0334084,125.27759,0.299164325,7733.56627,10.95765,0.189864504,63.94853474,45.77023,0.109299821,5520.92726,13.20128
DAJVOC,0.385,0.875685,0.817638,1357.08,3525.44,24.69,25.75,2.274506494,224.6693143,160.80376,0.417741349,10641.15008,10.72641,0.303601107,170.3720096,121.94127,0.316783061,8018.55796,11.00103,0.202642819,61.38681263,43.93671,0.114140242,5059.10761,12.51852
DAJVUI,0.396,0.857348,0.819305,1374.62,3473.48,24.43,25.87,2.165020202,211.8229793,151.60919,0.383099444,8099.87311,10.14238,0.294805551,155.6743754,111.42165,0.281550032,8304.58808,10.45414,0.193256139,48.81937517,34.94175,0.088293893,4309.09735,12.77218
DAJWAP,0.414,0.873538,0.815629,1374.24,3320.1,24.21,25.48,2.109995169,226.283043,161.95877,0.391289707,10793.62737,10.7934,0.285000741,169.9574582,121.64456,0.29389124,8254.38622,10.50534,0.187602274,61.46696475,43.99408,0.106288966,5025.70509,12.63135
DAJWET,0.303,0.851628,0.835274,1378.38,4548.09,24.95,26.38,2.810653465,202.4180496,144.87775,0.478044339,8090.95204,9.69289,0.39855748,139.8026985,100.06173,0.330167634,7749.61353,10.0059,0.250680775,33.65707663,24.08956,0.079486859,2735.21449,11.20018
DAKVOC,0.877,0.606358,0.622914,1194.45,1362.17,4.74,8.38,0.691400228,223.3204024,159.8383,0.182284217,12555.9521,18.3427,0.112878219,193.709251,138.64455,0.158114255,16643.78068,18.87205,0.088708257,85.03081409,60.85956,0.069405998,9027.52097,16.06279
DAKVUI,0.826,0.714855,0.683892,1608.61,1948.65,5.98,10.57,0.865441889,240.6319673,172.2288,0.208637419,10638.62662,17.07377,0.134436435,210.0475356,150.33844,0.182119509,11248.06964,16.93664,0.107918525,85.57970496,61.25242,0.074200984,7558.75871,14.25941
DAKXOE,0.824,0.413288,0.510813,853.88,1036.58,4.19,5.75,0.501563107,140.9893541,100.91106,0.122504386,5843.33426,17.34495,0.0657742,126.9471107,90.86053,0.110303207,8566.80364,17.63361,0.053573021,65.2903339,46.7306,0.056730186,8278.76285,16.52792
DAKYAR,0.958,0.352507,0.449531,550.97,574.98,4.14,5.52,0.367961378,118.2096879,84.60685,0.088295703,4659.15285,17.39469,0.037754266,106.9707336,76.56273,0.079900864,5576.21223,17.84718,0.029359426,67.66453312,48.4299,0.050541437,11003.6435,18.52258
DAKZEW,0.853,0.408587,0.496612,803.01,941.8,3.99,5.47,0.479,145.7175652,104.29521,0.122322976,5787.95645,18.73577,0.059141055,133.4321921,95.50213,0.112009989,8802.94409,18.38184,0.048828068,75.26562874,53.87027,0.063181921,12803.54694,17.85571
DAKZUN,1.116,0.367351,0.509166,912.9,817.81,6.88,7.71,0.329167563,134.100363,95.98037,0.085984644,5257.10678,15.76262,0.057865211,115.2856323,82.514,0.07392071,6764.98235,15.82184,0.045801277,43.85464662,31.38832,0.028119433,5301.96938,15.09906
DALHIH,0.879,0.895388,0.871739,1958.04,2228.48,10.22,12.77,1.018643914,231.0167205,165.34683,0.188184314,13352.07911,11.65856,0.171857422,146.7846215,105.05894,0.119569541,9781.26243,9.78915,0.103242649,20.04303626,14.34551,0.016326892,658.34989,7.42747
DALVIY,1.372,0.283687,0.429811,400.99,292.34,4,6.81,0.20676895,93.67492996,67.04646,0.048879587,5614.06336,17.44898,0.022132145,86.22920028,61.71728,0.044994404,8874.9776,17.95795,0.018246962,51.25994159,36.68855,0.026747442,9275.96816,17.36906
DALXEW,2.727,0.279233,0.350989,343.36,125.9,3.98,5.16,0.102395673,112.0341298,80.18678,0.029401607,3476.68613,19.60983,0.006924804,108.0552197,77.33894,0.028357404,2877.91626,20.3527,0.005880601,85.6473288,61.30082,0.022476803,8434.05294,23.67691
DALYUN,0.498,0.736677,0.745512,1867.72,3749.45,8.47,10.39,1.479271084,228.6025971,163.61895,0.328469253,16833.28364,14.6669,0.270595629,180.8020637,129.40642,0.25978672,16446.99302,13.91085,0.201913096,40.27792742,28.82834,0.057873624,4198.00637,11.53285
DALZAU,0.504,0.735834,0.745067,1916.71,3805.51,8.13,10.35,1.459988095,228.686237,163.67882,0.324978714,13159.18462,14.32731,0.265711025,181.4404187,129.86332,0.257839189,17182.26075,13.73279,0.1985715,41.70643894,29.85077,0.05926769,5442.99703,11.82313
DAMDUT,1.196,0.606799,0.635138,1245.6,1041.44,6.69,7.81,0.507357023,206.8066264,148.01881,0.12375908,9431.40418,17.61603,0.076124631,184.0502418,131.73126,0.110141,18125.59421,18.75722,0.062506551,79.59916709,56.97194,0.047634449,12714.02491,15.96742
DAMMOU,1.456,0.23003,0.368968,94.14,64.67,3.93,4.54,0.157987637,114.5275552,81.97142,0.05631419,1613.69353,19.32857,0.024034238,105.1251328,75.24177,0.051690937,2638.53956,21.26301,0.019410986,65.64853301,46.98697,0.032279952,5914.71336,22.14107
DAMQOY,1.32,0.40805,0.503993,763.03,578.03,4.55,5.62,0.309128788,142.733815,102.15963,0.077390712,4823.06908,19.13369,0.024891385,128.7283369,92.13542,0.069796899,4447.99362,20.29525,0.017297571,96.82595112,69.30175,0.052499327,6460.38362,21.00915
DAMRIU,1.822,0.491564,0.536455,1242.13,681.75,8.05,9.02,0.269793633,165.6768178,118.58075,0.065083186,20229.49677,17.23964,0.040787197,145.58612,104.20113,0.057190913,19563.34156,17.13844,0.032894925,61.84826421,44.26699,0.024295989,14546.51953,15.60093
