DDEC Code,Ref. code,Code,Uptake @ 1bar (mol/kg),Uptake @ 1bar (cm³(STP)/cm³),Uptake @ 5bar (mol/kg),Uptake @ 5bar (cm³(STP)/cm³),Uptake @ 10bar (mol/kg),Uptake @ 10bar (cm³(STP)/cm³),Uptake @ 20bar (mol/kg),Uptake @ 20bar (cm³(STP)/cm³),Uptake @ 30bar (mol/kg),Uptake @ 30bar (cm³(STP)/cm³),Uptake @ 50bar (mol/kg),Uptake @ 50bar (cm³(STP)/cm³),Uptake @ 80bar (mol/kg),Uptake @ 80bar (cm³(STP)/cm³),Uptake @ 100bar (mol/kg),Uptake @ 100bar (cm³(STP)/cm³),Uptake @ 140bar (mol/kg),Uptake @ 140bar (cm³(STP)/cm³),Uptake @ 200bar (mol/kg),Uptake @ 200bar (cm³(STP)/cm³),QST @ 5bar (kJ/mol),QST @ 140bar (kJ/mol),Deliverable @ 30bar (mol/kg),Deliverable @ 30bar (cm³(STP)/cm³),Deliverable @ 80bar (mol/kg),Deliverable @ 80bar (cm³(STP)/cm³),Deliverable @140bar (mol/kg),Deliverable @ 140bar (cm³(STP)/cm³),Deliverable @ 200bar (mol/kg),Deliverable @ 200bar (cm³(STP)/cm³),Density (g/cm³),PLD (Å),LCD (Å),VSA (m²/cm³),GSA (m²/g),VF
Co-DOBDC,,core-mof-ddec-364,0.233773862,6.185937186,1.10250227,29.1735343,2.032201807,53.77450075,3.563518773,94.29498696,4.655763468,123.1970935,6.215288764,164.464006,7.604121609,201.2141913,8.19874038,216.9485182,9.052910511,239.5508858,9.870351046,261.1813442,12.26185,14.026,3.553261198,94.0235592,6.501619339,172.040657,7.950408241,210.3773515,8.767848776,232.0078099,1.18056,10.8,11.5,1412.27,1196.27,0.63
Co26NDP,,core-mof-ddec-365,0.509518596,7.426108532,2.26182122,32.96548937,4.130371319,60.19914864,6.882914508,100.3167903,8.949282345,130.4335946,11.75053126,171.2611102,14.36491728,209.3651451,15.54951846,226.6304167,17.29910207,252.1301686,19.00104393,276.9355536,13.17689,14.10617,6.687461126,97.46810523,12.10309606,176.3996557,15.03728085,219.1646792,16.73922271,243.9700642,0.650265,10.6,10.9,1656.83,2547.92,0.7
DABWUA,DABWUA,core-mof-ddec-366,0.589974662,12.26550204,2.465663188,51.26084022,4.244658723,88.24594276,6.481783676,134.7555006,7.885670664,163.9421417,9.471588001,196.9131718,10.82545188,225.0598385,11.36877286,236.3554161,12.14173362,252.4251771,12.92251859,268.6576025,16.47537,18.88831,5.420007476,112.6813015,8.359788692,173.7989983,9.676070432,201.1643369,10.45685541,217.3967623,0.927551,3.9,6.3,1265.37,1364.21,0.54
DACXUB,DACXUB,core-mof-ddec-367,0.726738162,24.11424208,1.70133761,56.45288654,2.118595137,70.29810556,2.459277271,81.6024403,2.640250412,87.60739557,2.809413225,93.22046674,2.975813811,98.74188314,3.045730957,101.061837,3.134505725,104.0075145,3.263491189,108.2874421,21.75935,19.84032,0.938912802,31.15450903,1.274476201,42.2889966,1.433168115,47.55462796,1.56215358,51.83455552,1.48041,3.2,5.2,0,0,0.24
DACYAI,DACYAI,core-mof-ddec-368,0.671631472,22.07606047,1.657463366,54.47967076,2.081670449,68.42306324,2.447283088,80.440497,2.65545233,87.28287552,2.831010531,93.05335179,3.013970599,99.06712226,3.082245673,101.3112766,3.194443244,104.9991329,3.311253254,108.8385968,21.48274,18.8366,0.997988964,32.80320476,1.356507233,44.5874515,1.536979878,50.51946214,1.653789888,54.35892609,1.46649,3.3,5.2,0,0,0.25
DAGDIZ,DAGDIZ,core-mof-ddec-369,0.295134732,10.91561676,1.150400644,42.54779659,1.838342597,67.99146654,2.640916986,97.67483994,3.076893494,113.7995178,3.620010157,133.8867956,4.075533168,150.7344047,4.248297624,157.1241325,4.522188767,167.2540509,4.777035439,176.6796057,16.75325,18.07748,1.92649285,71.25172121,2.925132524,108.1866081,3.371788123,124.7062543,3.626634796,134.1318092,1.65009,3.6,6.5,0,0,0.4
AGESIP,AGESIP,core-mof-ddec-37,0.136212861,6.900293151,0.57364356,29.05972832,0.899575376,45.57083497,1.343884687,68.07872799,1.561162659,79.08563068,1.78682719,90.517381,1.996416865,101.1348087,2.061384836,104.4259667,2.178863507,110.3772202,2.291261216,116.0710816,20.60659,19.51876,0.987519099,50.02590236,1.422773305,72.07508038,1.605219947,81.31749188,1.717617656,87.01135323,2.26011,3.1,3.7,0,0,0.16
DAGDUL,DAGDUL,core-mof-ddec-370,0.514937638,17.30079764,1.651977481,55.502892,2.390289894,80.30860186,3.117103923,104.7279908,3.466232471,116.4579594,3.915296451,131.5455438,4.315148823,144.9797239,4.45194916,149.5759211,4.728067121,158.852891,4.957389336,166.5576244,19.52775,19.30599,1.81425499,60.9550674,2.663171342,89.4768319,3.07608964,103.349999,3.305411855,111.0547324,1.49897,3.5,5.3,0,0,0.32
DAHTIQ,DAHTIQ,core-mof-ddec-371,0.165147029,5.245683676,0.4716575,14.98159588,0.629736859,20.00278411,0.762473218,24.21898439,0.823179716,26.1472485,0.902966406,28.68157042,0.977717696,31.05594933,0.980127243,31.1324855,1.021089541,32.4336004,1.05279596,33.44071414,21.01178,20.94767,0.351522217,11.16565262,0.506060197,16.07435345,0.549432042,17.45200452,0.58113846,18.45911826,1.41716,2.6,4.2,0,0,0.06
DAJHOM,DAJHOM,core-mof-ddec-372,0.713583403,20.81144677,1.846306679,53.84698272,2.408321105,70.23796555,2.918958349,85.13054825,3.203025771,93.41528973,3.541765102,103.2945211,3.852911078,112.3690006,4.007420143,116.8752113,4.179512537,121.8942345,4.350907088,126.8929054,21.43399,22.59134,1.356719092,39.56830701,2.006604399,58.52201788,2.333205858,68.04725178,2.504600409,73.04592272,1.3012,3.4,4.9,0,0,0.26
DAJHUS,DAJHUS,core-mof-ddec-373,0.429870623,12.63170644,1.166705254,34.28352044,1.587840777,46.65854683,2.049728234,60.23106485,2.346899576,68.96341584,2.758644104,81.06248876,3.111464843,91.43009188,3.330081302,97.85411528,3.625076496,106.5225204,3.875699621,113.8870565,20.90985,20.53668,1.180194322,34.6798954,1.944759589,57.14657144,2.458371242,72.23899996,2.708994367,79.60353608,1.31102,3.2,4.4,0,0,0.2
DALCEZ,DALCEZ,core-mof-ddec-374,0.261184655,7.143155184,0.896537363,24.51945549,1.331354814,36.41130471,1.784521605,48.80499117,2.063362238,56.43102077,2.382086064,65.14781831,2.675447686,73.17098334,2.84741146,77.87403119,3.038685377,83.1051933,3.284908262,89.83915813,21.53576,20.86768,1.166824875,31.91156528,1.778910323,48.65152785,2.142148014,58.58573781,2.388370899,65.31970264,1.2202,3.2,4.2,0,0,0.13
DANZOJ,DANZOJ,core-mof-ddec-375,0.381474956,8.150209924,1.405778079,30.03443944,2.365372488,50.53616768,3.795963753,81.10074067,4.845339304,103.5206424,6.295253375,134.498047,7.636313481,163.1497874,8.23182994,175.8729926,9.106179945,194.5534748,10.00327846,213.7199786,14.03765,13.63849,3.439561225,73.48620296,6.230535402,133.115348,7.700401866,164.5190354,8.597500377,183.6855391,0.953196,4.8,11.3,1281.63,1344.56,0.58
DAPBIH,DAPBIH,core-mof-ddec-376,0.394788209,8.749298202,1.416850915,31.40025686,2.399577625,53.17945099,3.766094112,83.46419602,4.846314778,107.4040517,6.232972314,138.1351627,7.574817381,167.8731396,8.163783858,180.9258176,8.983908442,199.1014226,9.85878866,218.4905222,14.26178,13.42666,3.429463863,76.00379484,6.157966466,136.4728827,7.567057527,167.7011657,8.441937746,187.0902654,0.988754,5.1,11.1,1347.84,1363.17,0.6
DARCOQ,DARCOQ,core-mof-ddec-377,0.589336343,13.29305199,2.337560519,52.72594148,3.711109573,83.7076707,5.359734735,120.894008,6.325465225,142.6769945,7.464913618,168.3783566,8.386391268,189.1631774,8.820091598,198.9457084,9.408777282,212.2240842,9.986208976,225.2486153,15.92947,17.15562,3.987904706,89.95105302,6.048830749,136.4372359,7.071216763,159.4981427,7.648648457,172.5226738,1.00634,4.5,7.2,1494.93,1485.51,0.52
DARCUW,DARCUW,core-mof-ddec-378,0.536498179,14.39399716,2.083040351,55.88700592,3.260321432,87.47291096,4.644837989,124.6188477,5.465333715,146.6323672,6.391095636,171.4701299,7.175435915,192.5136156,7.502632,201.2921347,8.002822672,214.7120183,8.49133246,227.8185093,16.39077,17.98143,3.382293364,90.74536128,5.092395564,136.6266097,5.919782321,158.8250124,6.408292109,171.9315033,1.19701,4.4,7.2,1455.92,1216.3,0.52
DARDAD,DARDAD,core-mof-ddec-379,0.522695449,14.00029151,2.060763289,55.1971264,3.247855046,86.99313813,4.623318619,123.8346507,5.4111098,144.9354776,6.340539832,169.8300724,7.151322006,191.5467083,7.47208667,200.1383247,7.941083647,212.7003136,8.457833268,226.5413473,16.23582,17.58171,3.350346511,89.7383512,5.090558717,136.3495819,5.880320358,157.5031872,6.397069979,171.3442209,1.19501,4.5,7.1,1459.55,1221.37,0.52
AGUWUV,AGUWUV,core-mof-ddec-38,0.244268278,8.278852117,0.953794318,32.32643298,1.505701242,51.03191471,2.144112739,72.66924896,2.542743993,86.17984165,3.007753063,101.9401416,3.416823628,115.8045481,3.631971726,123.0964458,3.902566728,132.2675753,4.142132979,140.3870642,18.42702,20.25925,1.588949675,53.85340867,2.46302931,83.47811512,2.94877241,99.94114232,3.188338661,108.0606312,1.51212,3.3,4.5,0,0,0.2
DARDEH,DARDEH,core-mof-ddec-380,0.494384851,12.1895741,1.985776997,48.96140284,3.248958372,80.10645702,4.746311461,117.025259,5.676685462,139.9646003,6.794843547,167.533954,7.709489276,190.0854984,8.115680891,200.1005763,8.699070528,214.4846562,9.285929003,228.9542639,15.60663,17.05,3.690908465,91.00319746,5.723712279,141.1240956,6.713293531,165.5232534,7.300152006,179.9928611,1.10002,4.6,7.4,1507.18,1370.14,0.53
DARDOR,DARDOR,core-mof-ddec-381,0.472609257,12.0277134,1.914753474,48.72969729,3.135884887,79.80699518,4.568525391,116.2671134,5.475125751,139.3397239,6.521307916,165.9646346,7.433863179,189.188795,7.799702931,198.4992679,8.393631815,213.6145165,8.934179495,227.3712351,15.5422,17.2002,3.560372277,90.61002661,5.519109705,140.4590977,6.478878341,164.8848192,7.019426021,178.6415378,1.13544,4.5,7.6,1475.46,1299.46,0.51
DARFAF,DARFAF,core-mof-ddec-382,0.490553569,12.48412113,1.969854005,50.13090832,3.205506198,81.5770798,4.663920489,118.6923345,5.557782774,141.4402783,6.571650699,167.2422514,7.44106726,189.3680749,7.832726445,199.3354281,8.392670696,213.585476,8.947071571,227.6944502,15.59361,17.19575,3.587928769,91.30936998,5.471213255,139.2371666,6.422816691,163.4545677,6.977217567,177.5635419,1.13542,4.6,7.3,1510.04,1329.94,0.52
DARFEJ,DARFEJ,core-mof-ddec-383,0.515640667,13.49761601,2.046098597,53.55949398,3.257770093,85.27669091,4.653727078,121.8178184,5.497899509,143.9152131,6.492077134,169.9392036,7.321291781,191.6450574,7.6856942,201.1838006,8.206876602,214.8264793,8.71336745,228.084586,15.77451,17.57695,3.451800912,90.35571912,5.275193184,138.0855634,6.160778005,161.2669853,6.667268853,174.525092,1.16787,4.5,7.3,1476.09,1263.92,0.52
DARFIN,DARFIN,core-mof-ddec-384,0.489574026,12.9117337,1.941624084,51.20723682,3.129943552,82.5472665,4.506212326,118.8441592,5.336966125,140.753965,6.334586694,167.0646155,7.154530547,188.6893262,7.488319917,197.4924881,8.03927127,212.0229509,8.539048099,225.2037672,15.96692,17.55449,3.395342041,89.54672818,5.212906463,137.4820894,6.097647186,160.8157141,6.597424015,173.9965304,1.17666,4.5,7.3,1442.06,1225.55,0.51
DARFOT,DARFOT,core-mof-ddec-385,0.501711979,13.32345203,1.992442504,52.91125831,3.181278733,84.48196646,4.544949346,120.6955726,5.370970999,142.631385,6.317267407,167.7612111,7.123100605,189.1608994,7.469185417,198.3515199,7.977543372,211.8514623,8.472205746,224.9877052,16.12261,17.22839,3.378528495,89.72012669,5.130658101,136.2496411,5.985100868,158.940204,6.479763242,172.0764468,1.1848,4.4,7.3,1459.63,1231.96,0.51
DATHAJ,DATHAJ,core-mof-ddec-386,0.144021128,6.077192827,0.549489317,23.18654617,0.887312425,37.44151139,1.266874495,53.45771627,1.487928883,62.78544588,1.767765942,74.59360063,1.994771089,84.17243169,2.07557635,87.58213386,2.235474137,94.32926668,2.389369383,100.8231131,16.83795,17.95581,0.938439566,39.59889971,1.445281772,60.98588552,1.68598482,71.14272051,1.839880067,77.63656695,1.88262,3.7,5.6,0,0,0.23
DAVYEG,DAVYEG,core-mof-ddec-387,0.506637942,18.18891155,0.775895028,27.85556481,0.824690898,29.60739525,0.848209034,30.45172462,0.873596744,31.36317392,0.883664947,31.72463454,0.899754277,32.30226085,0.903735369,32.44518684,0.916201026,32.89271891,0.934775789,33.55957526,25.40556,19.07195,0.097701716,3.507609107,0.123859249,4.446696037,0.140305998,5.037154097,0.158880761,5.704010444,1.60174,2.5,4.9,0,0,0.09
DAWBIO,DAWBIO,core-mof-ddec-388,0.550710454,17.33828062,1.580701735,49.76598876,2.126848138,66.96057716,2.66756642,83.98426945,2.95376127,92.9946788,3.32754825,104.7627931,3.629916681,114.282403,3.778015731,118.9450762,3.967002924,124.8950504,4.179331033,131.5798778,19.4067,20.49665,1.373059535,43.22869004,2.049214946,64.51641424,2.386301189,75.12906164,2.598629298,81.81388906,1.40464,4.6,5.4,684.79,487.519,0.21
DAWBOU,DAWBOU,core-mof-ddec-389,0.556800299,17.52360636,1.583543598,49.83724816,2.154469018,67.80540002,2.708708168,85.24840198,2.984857612,93.93937099,3.390760816,106.7139474,3.66770854,115.4300399,3.83103441,120.570228,4.023907727,126.6403326,4.219630461,132.8001141,19.22324,20.14336,1.401314014,44.10212283,2.084164942,65.59279174,2.440364129,76.80308444,2.636086863,82.9628659,1.40413,4.7,5.4,703.711,501.173,0.22
AHINIP,AHINIP,core-mof-ddec-39,0.269314215,7.584404337,0.817615008,23.02560532,1.154823867,32.52205293,1.522156678,42.86684877,1.760551158,49.58049413,2.029677279,57.15960139,2.299468962,64.75745217,2.399267216,67.56796222,2.597720692,73.15679237,2.69123227,75.79025761,19.82286,19.35332,0.94293615,26.55488881,1.481853954,41.73184685,1.780105684,50.13118705,1.873617262,52.76465228,1.25642,2.9,5.1,0,0,0.15
DAWBUA,DAWBUA,core-mof-ddec-390,0.627550605,18.80637253,1.822988319,54.63112798,2.466602601,73.91889514,3.08274744,92.38346082,3.415282227,102.3488294,3.815684659,114.3480486,4.164716676,124.8078045,4.3834606,131.3631001,4.56140612,136.6957533,4.771067674,142.9788694,19.61049,20.67979,1.592293908,47.71770142,2.341728357,70.17667652,2.738417801,82.06462532,2.948079356,88.34774141,1.33702,4.4,5.5,778.079,581.948,0.23
DAWCAH,DAWCAH,core-mof-ddec-391,0.663924063,20.13885838,1.862440956,56.49356118,2.490916867,75.55716814,3.130541256,94.95894269,3.458820507,104.9166618,3.846102126,116.6641042,4.20112882,127.4331556,4.296769845,130.334242,4.569417974,138.6044981,4.779358703,144.972646,19.73018,19.98126,1.596379552,48.42310062,2.338687865,70.93959442,2.706977019,82.11093692,2.916917747,88.47908478,1.35332,4.4,5.5,803.675,593.857,0.23
DAWCOV,DAWCOV,core-mof-ddec-392,0.819376421,17.93977763,3.09352952,67.73105776,4.775380491,104.5542219,6.494990322,142.2040946,7.430898084,162.6952592,8.521873167,186.5815341,9.394569122,205.6887124,9.781236313,214.1545692,10.31043635,225.7411009,10.83180119,237.1560856,17.5393,18.8647,4.337368564,94.96420144,6.301039602,137.9576546,7.21690683,158.0100431,7.738271667,169.4250279,0.976829,4.4,6.4,1450.55,1484.95,0.52
DAWDAI,DAWDAI,core-mof-ddec-393,0.578452338,18.3660404,1.66314455,52.8053532,2.304125919,73.15670966,3.007132324,95.47738016,3.377804152,107.2463252,3.879145191,123.164058,4.25962813,135.2445089,4.490713388,142.5815372,4.676889294,148.4926797,4.972351566,157.8736981,21.15747,21.56063,1.714659602,54.440972,2.59648358,82.4391557,3.013744744,95.6873265,3.309207016,105.0683449,1.41655,3.5,5.1,0,0,0.26
DAWWEF,DAWWEF,core-mof-ddec-394,0.227889876,5.505171184,1.048420887,25.32686645,1.985067051,47.95357354,3.428764315,82.8291929,4.496187507,108.615101,5.929817381,143.2475209,7.186415351,173.6033535,7.777450354,187.881078,8.55610998,206.6912797,9.357010011,226.0387463,12.16981,14.53959,3.44776662,83.28823455,6.137994464,148.2764871,7.507689093,181.3644133,8.308589125,200.7118799,1.07778,5.3,7.0,1934.44,1794.84,0.59
DAWWIJ,DAWWIJ,core-mof-ddec-395,0.237892458,7.785351905,0.953577112,31.20709861,1.552582778,50.81036788,2.262969526,74.05873344,2.661418168,87.09850328,3.161514222,103.4648219,3.600312511,117.8250884,3.804173322,124.4967088,4.120297103,134.8422864,4.411063327,144.3580037,18.65717,19.42876,1.707841056,55.89140467,2.646735399,86.61798979,3.166719991,103.6351878,3.457486215,113.150905,1.4601,2.8,4.2,0,0,0.31
DAXGUG,DAXGUG,core-mof-ddec-396,0.928155063,25.89044003,2.377638855,66.32309478,3.096192823,86.36681284,3.764820545,105.0178623,4.13667908,115.3906776,4.599819565,128.3097592,4.99925238,139.4517459,5.192318049,144.83722,5.455890683,152.1894522,5.719646156,159.5467845,20.99345,20.18679,1.759040225,49.06758282,2.621613525,73.12865112,3.078251828,85.86635742,3.342007301,93.22368974,1.24446,2.5,4.4,0,0,0.27
DAXHIV01,DAXHIV01,core-mof-ddec-397,0.378172315,7.484803561,1.707542291,33.79575423,3.14919398,62.32898963,5.266570335,104.2361982,6.702135462,132.6489681,8.583780006,169.890562,10.18282704,201.5389732,10.84586376,214.6618258,11.8006818,233.5596277,12.7757358,252.8579405,13.18275,15.47721,4.994593171,98.85321387,8.475284749,167.743219,10.09313951,199.7638735,11.06819351,219.0621863,0.883035,7.0,7.7,1863.56,2110.4,0.6
DAXHIV,DAXHIV,core-mof-ddec-398,0.370059667,7.316137635,1.69768588,33.56351603,3.103059,61.34796298,5.243179004,103.658471,6.692768965,132.3170918,8.528610675,168.6119703,10.13943226,200.4581656,10.82666576,214.0448797,11.77705797,232.8342826,12.74040384,251.8797816,13.14923,15.41829,4.995083085,98.75357577,8.44174638,166.8946496,10.07937209,199.2707666,11.04271796,218.3162656,0.882059,6.9,7.6,1880.28,2131.69,0.6
DAXHUH01,DAXHUH01,core-mof-ddec-399,0.38913311,7.76453404,1.758518288,35.08844345,3.210997913,64.07037075,5.360492717,106.9601305,6.810996078,135.9026246,8.637853258,172.3546622,10.1783929,203.0936875,10.86414005,216.7766843,11.82986907,236.0462752,12.80613539,255.5261214,13.37191,15.65417,5.05247779,100.8141811,8.419874612,168.005244,10.07135078,200.9578317,11.04761711,220.4376779,0.890235,6.8,7.6,1876.39,2107.75,0.6
ABEXIQ,ABEXIQ,core-mof-ddec-4,0.185353549,7.426591512,0.74004203,29.65138721,1.231392723,49.33841722,1.792549424,71.82237615,2.162288867,86.63678797,2.587430533,103.6710099,2.96618424,118.8465977,3.130828382,125.4434219,3.366971929,134.9050247,3.59130929,143.8935871,16.90387,18.445,1.422246837,56.98540076,2.22614221,89.19521049,2.626929899,105.2536375,2.85126726,114.2421999,1.7876,4.1,4.8,597.329,334.152,0.32
AHOKIR01,AHOKIR01,core-mof-ddec-40,1.007229785,43.50438311,2.204337862,95.21001095,2.610267933,112.7429886,2.99259757,129.2566136,3.18847531,137.7169872,3.503228104,151.3118256,3.777176835,163.1442502,3.908988809,168.837488,4.133352527,178.5282311,4.386853628,189.4774794,23.90009,21.86826,0.984137448,42.50697625,1.572838973,67.93423925,1.929014665,83.31822015,2.182515766,94.2674685,1.92701,3.5,4.3,0,0,0.15
DAXHUH,DAXHUH,core-mof-ddec-400,0.371396552,7.2965621,1.700268309,33.40395396,3.132105105,61.53422618,5.226463792,102.6805916,6.683925596,131.3143,8.529316483,167.5693733,10.13694947,199.1533875,10.84286615,213.0220269,11.78232247,231.4788526,12.76436812,250.7724003,13.13895,15.37787,4.983657287,97.91034604,8.436681161,165.7494335,10.08205416,198.0748986,11.06409982,217.3684464,0.876532,6.8,7.5,1919.7,2190.11,0.6
DAXKOE,DAXKOE,core-mof-ddec-401,0.382748566,12.54280002,1.389748326,45.54252293,2.079961795,68.1610519,2.865833406,93.91433053,3.272693292,107.2472667,3.730012951,122.2337867,4.108742963,134.6448973,4.220790174,138.3167223,4.430633231,145.1933503,4.682153243,153.4357462,19.7295,18.90679,1.882944966,61.70474377,2.718994637,89.10237437,3.040884905,99.65082737,3.292404918,107.8932233,1.46205,2.9,4.5,0,0,0.26
DAXNOG,DAXNOG,core-mof-ddec-402,0.723453763,20.64717529,2.324845407,66.35046094,3.238992737,92.43997921,4.164815045,118.8626982,4.687731498,133.7865928,5.278689584,150.6523772,5.754082412,164.2199603,5.96078057,170.1190699,6.247624214,178.3055102,6.543215582,186.7416081,18.10494,19.06529,2.362886091,67.43613186,3.429237005,97.86949936,3.922778807,111.9550493,4.218370175,120.3911472,1.2732,5.1,5.6,1106.82,869.318,0.34
DAYYIN,DAYYIN,core-mof-ddec-403,0.335651867,8.428002448,1.266016896,31.78886981,2.045203489,51.3537439,3.041407492,76.36778552,3.672342017,92.21014555,4.498695799,112.9593574,5.186845574,130.2383555,5.487122049,137.7781047,5.888902073,147.8665426,6.294985326,158.0630318,15.71853,16.8246,2.406325121,60.42127574,3.920828678,98.44948569,4.622885177,116.0776728,5.02896843,126.274162,1.12027,4.4,6.7,1074.57,959.204,0.35
DEBGIA,DEBGIA,core-mof-ddec-404,0.59005616,17.34140883,1.828187858,53.72938239,2.547847926,74.87977502,3.306880536,97.18730386,3.752899688,110.2955485,4.249112708,124.8789617,4.756665019,139.7956302,4.941999447,145.2425017,5.216872286,153.3208553,5.502272467,161.7086013,20.95533,19.23388,1.924711831,56.56616611,2.928477162,86.06624781,3.388684429,99.59147291,3.674084609,107.9792189,1.31115,3.5,4.2,0,0,0.24
DEBNUU,DEBNUU,core-mof-ddec-405,0.096104352,3.74231726,0.463498425,18.04869514,0.695933956,27.09976807,1.164364682,45.34052774,1.41427015,55.07188249,1.753246021,68.27165155,2.0260463,78.89453354,2.107255233,82.05682103,2.282920039,88.89723378,2.43935478,94.98882503,22.51699,22.98291,0.950771725,37.02318735,1.562547875,60.8458384,1.819421614,70.84853864,1.975856355,76.94012989,1.73731,2.6,3.2,0,0,0.11
DEFKUU,DEFKUU,core-mof-ddec-406,0.302224531,11.59149082,1.136108732,43.57420588,1.831309156,70.23785659,2.612587222,100.202921,3.057628024,117.2719734,3.572921216,137.0354793,3.97394786,152.4164169,4.158675396,159.5014392,4.403225426,168.8808877,4.629836037,177.5722895,16.51515,18.44981,1.921519292,73.69776752,2.837839128,108.842211,3.267116694,125.3066818,3.493727305,133.9980836,1.71115,4.5,5.4,1295.89,757.32,0.32
DEGJIK,DEGJIK,core-mof-ddec-407,0.535207378,19.03272734,1.467798207,52.19696924,1.893423679,67.33280983,2.240268774,79.66710938,2.404236246,85.49802336,2.60414016,92.60688779,2.766255566,98.37193968,2.857730147,101.6249045,2.982788332,106.0721495,3.09124946,109.9291798,21.25992,20.12622,0.936438039,33.30105412,1.298457359,46.17497044,1.514990125,53.87518026,1.623451253,57.73221054,1.5866,3.8,4.5,330.73,208.452,0.17
DEHBIC,DEHBIC,core-mof-ddec-408,0.110102442,5.462115659,0.424062011,21.03746019,0.67041628,33.2589467,0.956280197,47.44048293,1.14737456,56.92055885,1.366538214,67.79313535,1.578444008,78.30565379,1.658267291,82.2656386,1.818164278,90.19803154,2.007184966,99.57523373,19.74822,19.36475,0.72331255,35.88309866,1.154381998,57.2681936,1.394102268,69.16057135,1.583122956,78.53777354,2.2133,3.0,4.0,0,0,0.11
DEHLAF,DEHLAF,core-mof-ddec-409,0.476400032,13.19702952,1.200177177,33.24679376,1.560991717,43.24192351,1.945123404,53.88297488,2.116432833,58.62851526,2.325325174,64.41516136,2.507866843,69.47185244,2.606032798,72.19120363,2.690211743,74.52309271,2.823331555,78.21072068,21.29604,21.09121,0.916255656,25.3817215,1.307689666,36.22505868,1.490034566,41.27629895,1.623154378,44.96392692,1.23592,2.6,5.3,0,0,0.16
AHUTIH01,AHUTIH01,core-mof-ddec-41,0.099698285,4.610918506,0.42545211,19.67661746,0.712858408,32.96879217,1.130289035,52.27442623,1.396221623,64.57346928,1.715438166,79.33682724,2.019514347,93.39996275,2.153032024,99.57498502,2.303264902,106.523064,2.470243196,114.2455971,18.05352,19.26753,0.970769513,44.89685182,1.594062237,73.72334529,1.877812792,86.84644654,2.044791085,94.56897967,2.06338,3.3,4.2,0,0,0.15
DEJCEB,DEJCEB,core-mof-ddec-410,0.796680285,22.91980974,2.359561749,67.88257146,3.288734724,94.61408248,4.036201785,116.1180699,4.462932392,128.3947441,4.957656627,142.6275368,5.405829064,155.5210742,5.543170177,159.4722604,5.767979609,165.9398353,6.084700782,175.0516323,20.11551,19.88588,2.103370643,60.51217264,3.046267315,87.63850274,3.40841786,98.05726384,3.725139033,107.1690608,1.28345,2.8,4.7,0,0,0.39
DEJCIF,DEJCIF,core-mof-ddec-411,0.555453905,17.09356247,1.883624901,57.96675411,2.693717274,82.89657179,3.438680805,105.8221117,3.860241544,118.7952401,4.320835855,132.9695893,4.682561521,144.1013506,4.870877542,149.8965959,5.090117919,156.6435088,5.38891972,165.8388483,17.84009,17.81049,1.976616643,60.82848599,2.79893662,86.13459649,3.206493018,98.67675469,3.505294818,107.8720942,1.37299,4.6,5.1,1017.41,741.019,0.38
DEJROB,DEJROB,core-mof-ddec-412,0.850377994,21.7214767,2.062573918,52.68498439,2.729512668,69.72081389,3.500905067,89.42473631,3.95515094,101.0276837,4.521523934,115.49473,4.992242192,127.5184368,5.186794195,132.4879408,5.464920136,139.5922005,5.768285894,147.341169,18.66743,18.43346,1.892577022,48.34269931,2.929668274,74.83345241,3.402346218,86.90721611,3.705711976,94.65618461,1.13963,3.6,5.5,0,0,0.31
DEJRUH,DEJRUH,core-mof-ddec-413,0.636654256,14.70418039,2.344919705,54.15831593,3.532971185,81.59757844,4.742258341,109.5273006,5.416234506,125.0934686,6.16552937,142.3991989,6.837046375,157.9085701,7.109227279,164.1948661,7.471620515,172.564708,7.890971957,182.250058,17.66644,18.06652,3.071314801,70.93515267,4.49212667,103.7502542,5.12670081,118.4063921,5.546052252,128.091742,1.03045,3.8,5.0,913.699,886.701,0.37
DEKHEH,DEKHEH,core-mof-ddec-414,0.693426271,16.64027542,2.366084893,56.77936634,3.473241676,83.34800756,4.57632095,109.8188,5.23130213,125.5365017,6.013851111,144.3154709,6.619676309,158.8535675,6.960261292,167.0266469,7.359785904,176.6141111,7.805684757,187.3144264,18.62316,19.67709,2.865217238,68.75713536,4.253591417,102.0742012,4.993701012,119.8347448,5.439599864,130.53506,1.07065,4.1,5.4,1043.23,974.387,0.35
DEKHUX,DEKHUX,core-mof-ddec-415,0.676722644,15.95663653,2.519211009,59.40119598,3.802952546,89.67090435,5.140642498,121.2126778,5.91501685,139.4718719,6.747428437,159.0995424,7.45535717,175.7919963,7.840804521,184.8805695,8.26678933,194.9249869,8.740307816,206.0902146,17.74984,19.84293,3.395805841,80.07067592,4.936146161,116.3908003,5.747578321,135.5237909,6.221096806,146.6890186,1.052,5.4,6.7,1159.3,1101.99,0.4
DENKOX,DENKOX,core-mof-ddec-416,4.43E-05,0.001376323,0.000177167,0.00550529,0.000487208,0.015139548,0.001085146,0.033719903,0.001616646,0.050235773,0.002347459,0.072945095,0.003366167,0.104600514,0.004960667,0.154148126,0.00603474,0.187523948,0.008315761,0.258404559,9.59344,10.31796,0.001439479,0.044730483,0.003189,0.099095224,0.005857573,0.182018658,0.008138594,0.252899269,1.38639,2.4,3.0,0,0,0.02
