DDEC code,MOF family,Ref code,Pressure (bar),Grav. Uptake (mol/kg),Vol. Uptake (cm3/cm3),Qst (kJ/mol),Grav. Working Capacity (mol/kg),Deliverable Capacity (Vol.),Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Vol. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Pore Volume (cm3/g),Void Fraction
FINQUQ,None,core-mof-ddec-709,100,4.931311242,156.6154634,12.55094,3.909156317,124.152441,1.41696,4.51,8.68,1362.26,961.398,0.317581301,0.45
APEBED,ZnO,core-mof-ddec-71,100,3.077406467,113.9527542,20.19618,1.769111159,65.50811246,1.65192,3.63,4.58,0,0,0.151339048,0.25
FIPWOS,None,core-mof-ddec-710,100,3.869774801,111.9166305,20.31507,1.567617352,45.336605,1.29023,3.82,5.21,506.46,392.535,0.17826279,0.23
FIPWUY,None,core-mof-ddec-711,100,4.494328581,133.3052232,21.6238,1.805023892,53.5383892,1.32324,4.25,4.78,625.852,472.968,0.173815785,0.23
FIPXEJ,None,core-mof-ddec-712,100,4.151911013,126.3195072,21.47555,2.265894167,68.93852818,1.35731,3.69,4.44,0,0,0.162085301,0.22
FIQCEN,Cu-Cu,core-mof-ddec-713,100,11.32003173,223.0510092,12.80247,8.767786657,172.7613233,0.879099,6.66,13.19,1901.19,2162.65,0.84177095,0.74
FIQYOU,None,core-mof-ddec-714,100,2.278088206,89.36321094,16.84348,1.596871829,62.64094327,1.75011,3.66,4.72,0,0,0.125706384,0.22
FIQYUA,None,core-mof-ddec-715,100,2.207027557,91.85515446,17.61033,1.494421925,62.19693826,1.85684,3.63,4.63,0,0,0.11848086,0.22
FIRVEH,None,core-mof-ddec-716,100,4.828962848,153.7378064,20.27839,3.057693059,97.34658105,1.42039,3.27,4.12,0,0,0.183048318,0.26
FITJAU,None,core-mof-ddec-717,100,2.059784203,89.70318554,15.0381,1.572695991,68.49059239,1.94295,3.21,4.86,0,0,0.149257572,0.29
FITJEY,None,core-mof-ddec-718,100,1.82765497,84.53423225,15.07748,1.377432687,63.71017323,2.06357,3.18,4.8,0,0,0.135687183,0.28
FIVNAZ,None,core-mof-ddec-719,100,2.995937822,142.6517242,13.72185,2.379666097,113.3079162,2.12433,3.53,4.57,0,0,0.15063573,0.32
AQALOU,None,core-mof-ddec-72,100,1.157615232,58.19696079,15.25759,0.909752413,45.73611681,2.24292,2.83,3.62,0,0,0.102544897,0.23
FIVYEP01,None,core-mof-ddec-720,100,2.292121995,104.4625708,13.0827,1.738226887,79.21901615,2.0333,4.73,5.7,1002.59,493.087,0.177052083,0.36
FIVYEP,None,core-mof-ddec-721,100,2.285547727,104.1629511,13.09514,1.72304199,78.52697034,2.0333,4.73,5.7,1050.87,516.828,0.177052083,0.36
FIVYUF,None,core-mof-ddec-722,100,2.601433941,82.59205064,22.65031,1.031772165,32.75738722,1.41648,3.51,4.68,0,0,0.11295606,0.16
FOHCAH,None,core-mof-ddec-723,100,6.580401442,178.4325981,22.71178,4.684592031,127.0262817,1.20977,2.95,3.51,0,0,0.123990511,0.15
FOHCIP,None,core-mof-ddec-724,100,3.134394237,131.7919294,15.29352,2.309271955,97.09799831,1.87592,4.14,4.96,892.346,475.684,0.191905838,0.36
FOHQUO,None,core-mof-ddec-725,100,2.124448966,75.8608446,16.27195,1.627308594,58.1087173,1.59314,3.46,4.35,0,0,0.106707508,0.17
FOHSAW01,None,core-mof-ddec-726,100,2.148153504,79.74912762,17.03568,1.628929959,60.47321243,1.65632,3.3,4.19,0,0,0.09056221,0.15
FONQIJ,None,core-mof-ddec-727,100,6.135957603,144.923488,18.30267,3.783541478,89.36242123,1.05376,3.67,4.71,0,0,0.303674461,0.32
FUDQIF,None,core-mof-ddec-728,100,4.557146278,160.7682883,23.06721,1.803946721,63.64013995,1.57387,3.86,4.38,230.437,146.414,0.108014004,0.17
FUFREE,None,core-mof-ddec-729,100,2.329376369,78.7832857,19.24107,1.866921419,63.14230942,1.50896,3.09,3.74,0,0,0.079524971,0.12
AQETIA,None,core-mof-ddec-73,100,1.289968389,41.79092401,16.28018,0.998214374,32.3390103,1.4454,2.59,3.53,0,0,0.083022001,0.12
FULQOT,None,core-mof-ddec-730,100,3.629476071,140.071772,17.6746,2.240347494,86.46136162,1.72182,3.51,5.67,0,0,0.238120129,0.41
FULQUZ,None,core-mof-ddec-731,100,4.507393833,153.5436022,16.26918,3.005260384,102.3736824,1.51981,5.25,5.88,1110.08,730.404,0.309249182,0.47
FUNBAS,ZnO,core-mof-ddec-732,100,6.46818345,160.9906735,18.1437,3.944847108,98.1857731,1.11042,4.59,6.3,1005.8,905.788,0.351218458,0.39
FUNBEW,ZnO,core-mof-ddec-733,100,14.64939482,219.5786763,11.8347,11.59301014,173.7667564,0.668714,9.19,11.16,1994.26,2982.23,1.076693474,0.72
FUNBIA,ZnO,core-mof-ddec-734,100,7.604698646,169.5908065,15.55343,5.326282089,118.7803116,0.99492,6.32,7.93,1265.37,1271.83,0.462348732,0.46
FUNBOG,ZnO,core-mof-ddec-735,100,15.74017663,205.1908349,11.01708,12.40010895,161.649311,0.581592,11.01,12.59,1927.41,3314.03,1.306758002,0.76
FUNCAT,ZnO,core-mof-ddec-736,100,9.236959692,192.5905607,15.0816,6.731081643,140.3430166,0.930198,8.78,9.49,1340.08,1440.64,0.569771167,0.53
FUNCEX,ZnO,core-mof-ddec-737,100,16.29047534,198.5504446,11.11319,12.70927364,154.9022898,0.543761,12.48,13.22,1893.05,3481.39,1.43445374,0.78
FUSWIA,None,core-mof-ddec-738,100,9.838513493,217.0241455,14.85957,7.412797103,163.5161611,0.984162,4.65,6.82,1658.37,1685.06,0.579172941,0.57
FUSYUO,None,core-mof-ddec-739,100,5.291111489,132.0850024,15.23914,3.886811905,97.0286793,1.11376,14.28,14.37,688.97,618.598,0.350165206,0.39
AQETUM,None,core-mof-ddec-74,100,2.837511466,91.33954604,13.38211,2.188888746,70.46036879,1.43617,3,5.11,0,0,0.194962992,0.28
FUTCAZ,None,core-mof-ddec-740,100,10.64604281,195.1107042,10.76495,8.51923887,156.1326331,0.817663,5.04,6.79,2386.36,2918.52,0.84386844,0.69
FUTDII,None,core-mof-ddec-741,100,9.535003991,186.2813883,13.24742,7.415028649,144.8643159,0.871633,8.61,10.11,1396.66,1602.35,0.653944952,0.57
FUTKEL,ZnO,core-mof-ddec-742,100,7.821898119,172.4679283,16.266,5.563537615,122.6725012,0.983709,5.39,6.72,1395.72,1418.83,0.447286748,0.44
FUTZOK,None,core-mof-ddec-743,100,4.356838554,159.6834442,17.52679,3.027532649,110.9627623,1.63519,4.29,4.72,789.737,482.964,0.226273399,0.37
FUWXOL,None,core-mof-ddec-744,100,4.804016599,160.6732766,19.61343,2.397922986,80.2000025,1.4921,4.43,4.77,886.445,594.094,0.268078547,0.4
FUWYAY,None,core-mof-ddec-745,100,2.26996124,100.9197636,17.83915,1.556803299,69.21361393,1.98354,3.87,4,196.864,99.2487,0.115954304,0.23
FUYYAA,None,core-mof-ddec-746,100,2.271323562,94.15753744,17.87965,1.55133414,64.31043327,1.84953,2.5,4.57,0,0,0.097322022,0.18
FUZKAN,None,core-mof-ddec-747,100,3.732997541,104.5446552,20.08728,2.176561416,60.95580301,1.24948,3.24,5.07,0,0,0.192079905,0.24
GACPUX,None,core-mof-ddec-748,100,8.778930882,201.0832564,16.81217,6.114514668,140.0542431,1.02185,3.77,5.95,1106.05,1082.4,0.450163918,0.46
GACQAE,None,core-mof-ddec-749,100,11.10883227,217.7240324,13.67486,8.517381804,166.9337215,0.874357,8.26,8.57,1844.9,2110.01,0.720529486,0.63
AQMAND01,None,core-mof-ddec-75,100,0.665050601,31.04111413,15.60405,0.516077657,24.08782944,2.08242,2.87,3.39,0,0,0.052823158,0.11
GADMAA,None,core-mof-ddec-750,100,2.881336208,97.1851514,12.33473,2.257063465,76.12893419,1.50475,7,8.3,892.425,593.07,0.206014288,0.31
GAJVAQ,None,core-mof-ddec-751,100,2.356805344,87.295786,19.56823,1.530862197,56.70295134,1.65256,2.95,4.42,0,0,0.12102435,0.2
GAJYUN,None,core-mof-ddec-752,100,3.271918946,112.2928121,16.17447,2.392911378,82.12512361,1.5312,4.29,4.86,883.499,576.997,0.156739812,0.24
GAJZAU,None,core-mof-ddec-753,100,3.483508419,118.3863532,15.70683,2.532712845,86.07375128,1.51624,4.3,4.8,923.426,609.024,0.164881549,0.25
GAJZEY,None,core-mof-ddec-754,100,3.532222415,121.4530463,16.06763,2.514318169,86.45310656,1.53408,4.29,4.8,918.528,598.749,0.162964122,0.25
GAJZIC,None,core-mof-ddec-755,100,3.479846009,123.3534579,16.47363,2.453837918,86.98355944,1.58149,4.18,4.74,921.527,582.696,0.151755623,0.24
GAJZOI,None,core-mof-ddec-756,100,3.387935152,123.2541116,16.21748,2.418300417,87.97850493,1.6231,4.22,4.76,912.958,562.477,0.147865196,0.24
GAJZUO,None,core-mof-ddec-757,100,3.995798845,121.641255,16.9276,2.761337953,84.06144228,1.35819,4.14,4.67,866.083,637.675,0.176705763,0.24
GALBUS,None,core-mof-ddec-758,100,9.961321646,213.9667842,16.30362,6.793871081,145.9307107,0.958332,6.25,9.08,1357.2,1416.21,0.584348639,0.56
GALCAZ,None,core-mof-ddec-759,100,6.20254038,163.168797,16.22845,4.25739139,111.9982118,1.17363,6.98,7.52,1077.65,918.217,0.306740625,0.36
AQMAND,None,core-mof-ddec-76,100,0.546223253,25.20960015,14.74864,0.45258161,20.88779882,2.05912,2.86,3.37,0,0,0.063133766,0.13
GALCED,None,core-mof-ddec-760,100,5.94496185,160.5798198,16.82805,3.924658115,106.0092408,1.20511,5.39,7.33,1096.36,909.758,0.307025915,0.37
GAMTAQ,None,core-mof-ddec-761,100,5.814505386,184.6991869,19.7249,3.830856824,121.6881048,1.41721,3.15,4.97,0,0,0.204627402,0.29
GAMTEU,None,core-mof-ddec-762,100,5.596454534,178.5447392,19.41117,3.68054128,117.4209991,1.42337,3.2,4.97,0,0,0.196716244,0.28
GAMTIY,None,core-mof-ddec-763,100,5.498499887,177.4916505,19.734,3.614951295,116.6906766,1.44018,3.13,4.94,0,0,0.194420142,0.28
GAMTUK,None,core-mof-ddec-764,100,1.187991794,48.23476963,21.22172,0.755538997,30.67634783,1.81146,2.73,3.77,0,0,0.05520409,0.1
GAMVAS,None,core-mof-ddec-765,100,1.156072354,47.29932275,21.20247,0.745332333,30.49438422,1.82538,2.7,3.72,0,0,0.049304802,0.09
GAWBEM,None,core-mof-ddec-766,100,2.889055746,106.1061292,19.72192,2.296785855,84.35387826,1.6386,2.73,3.68,0,0,0.079336019,0.13
GAWKAS,None,core-mof-ddec-767,100,0.526875911,27.46640661,17.79788,0.389424403,20.30096417,2.32581,3.17,4.05,0,0,0.034396619,0.08
GAWMAU,None,core-mof-ddec-768,100,1.96009003,68.63596641,18.15257,1.520262746,53.23464796,1.56228,2.71,3.79,0,0,0.083211716,0.13
GAXDIS10,None,core-mof-ddec-769,100,4.434988219,131.184016,11.59173,3.497323159,103.4485041,1.31969,3.81,5.64,1465.41,1110.42,0.333411635,0.44
AQODOA,None,core-mof-ddec-77,100,1.296467091,54.31700107,24.36196,0.74319254,31.13691836,1.86922,3.21,3.46,0,0,0.03209895,0.06
GAXGET,None,core-mof-ddec-770,100,2.71213339,81.6877167,22.56363,1.282482933,38.6275627,1.34379,3.01,4.84,0,0,0.133949501,0.18
GAXGIX,None,core-mof-ddec-771,100,1.889133287,55.59286973,21.92784,0.6590508,19.39435693,1.31293,3.13,4.87,0,0,0.114248284,0.15
GAXGOD,None,core-mof-ddec-772,100,2.785415955,81.68277859,21.7803,1.342462047,39.36791914,1.30836,3.05,5.09,0,0,0.14521997,0.19
GAXKOH,None,core-mof-ddec-773,100,8.568086632,184.3486131,13.46163,6.474820733,139.3104754,0.959935,8.86,9.79,1598.51,1665.23,0.583372833,0.56
GAXKUN,None,core-mof-ddec-774,100,10.71486216,215.0478577,15.03666,7.660562377,153.7478975,0.895436,5.88,7.04,1974.46,2205.02,0.658896895,0.59
GAXQIH,None,core-mof-ddec-775,100,3.019659495,92.42168669,19.09368,1.762852927,53.95503739,1.36553,4.52,5.17,581.418,425.781,0.153786442,0.21
GAXVUY,None,core-mof-ddec-776,100,7.926822552,190.5657489,16.71582,5.371048647,129.1233532,1.07253,3.08,6.11,0,0,0.456863677,0.49
GAXWAF,None,core-mof-ddec-777,100,7.289131235,189.741952,16.27639,5.05147907,131.4940654,1.16133,3.01,6.36,0,0,0.430540845,0.5
GAXWEJ,None,core-mof-ddec-778,100,3.130885009,109.986428,21.47391,1.361844075,47.84090279,1.56723,2.71,4.4,0,0,0.165897794,0.26
GAYFOD,None,core-mof-ddec-779,100,7.579120314,195.7264881,16.96949,4.85715241,125.4332091,1.15207,5.52,5.98,1264.11,1097.25,0.355881153,0.41
AQUCOF,None,core-mof-ddec-78,100,7.813189536,182.5113685,12.37982,6.146798485,143.5854843,1.04219,5.59,9.38,1619.95,1554.38,0.546925225,0.57
GAYFUJ,None,core-mof-ddec-780,100,7.852196693,228.7777975,16.54243,5.443735935,158.606052,1.29989,5.18,5.68,1462.55,1125.13,0.376954973,0.49
GAYGAQ,None,core-mof-ddec-781,100,5.105472274,151.4287915,18.78632,2.694361608,79.91502063,1.32331,4.61,5.43,847.081,640.125,0.219147441,0.29
GAZLAW,None,core-mof-ddec-782,100,5.81432361,148.0443408,17.87621,3.914872173,99.68049751,1.13599,3.43,5.89,0,0,0.290495515,0.33
GEDDAW,None,core-mof-ddec-783,100,8.088878858,180.7275186,10.38434,6.482097714,144.8276647,0.996818,8.11,10.55,1984.18,1990.51,0.692202589,0.69
GEDDEA,None,core-mof-ddec-784,100,5.725389029,166.4692108,14.69236,4.244951253,123.424571,1.29721,3.82,10.14,1371.96,1057.62,0.377733752,0.49
GEDLIM,None,core-mof-ddec-785,100,5.659849426,144.2227069,18.79677,3.423669498,87.24099275,1.13684,3.31,7.2,0,0,0.299074628,0.34
GEDQIR,None,core-mof-ddec-786,100,8.775106048,207.4479691,14.55652,6.319963149,149.4071425,1.05474,4.99,6.55,2134.13,2023.37,0.578341582,0.61
GEDQOX,None,core-mof-ddec-787,100,8.757530807,211.8870221,15.39024,6.132658937,148.3786775,1.07947,4.68,6.45,2176.76,2016.51,0.555828323,0.6
GEDRAK,None,core-mof-ddec-788,100,8.459659352,219.2600234,16.95534,5.656357988,146.6032063,1.15636,3.93,5.77,1908.79,1650.69,0.484278252,0.56
GEDREO,None,core-mof-ddec-789,100,5.441798765,160.1407781,18.78659,3.177040986,93.49368432,1.31295,3.28,5.55,0,0,0.297041015,0.39
AQUDAS,None,core-mof-ddec-79,100,7.823439774,182.2937896,12.24585,6.146073891,143.2095259,1.03958,5.62,9.38,1644.5,1581.89,0.548298351,0.57
GEDROY,None,core-mof-ddec-790,100,7.852997238,218.1251331,18.28403,5.290752635,146.9561351,1.23925,3.45,5.01,0,0,0.395400444,0.49
GEDRUE,None,core-mof-ddec-791,100,8.588915761,215.3491775,16.06574,5.847164412,146.6054717,1.11864,4.24,6.04,1958.19,1750.5,0.518486734,0.58
GEDSAL,None,core-mof-ddec-792,100,8.318003093,218.1512033,17.27195,5.423790884,142.2464617,1.17011,3.83,5.45,1648.29,1408.66,0.461495073,0.54
GEDSEP,None,core-mof-ddec-793,100,5.082616925,157.8295106,20.67586,2.480762197,77.03462394,1.38544,3.73,4.82,633.793,457.466,0.274281095,0.38
GEDSIT,None,core-mof-ddec-794,100,3.390975148,110.7239135,22.56115,1.49437325,48.7950655,1.45681,2.76,4.62,0,0,0.185336454,0.27
GEDSOZ,None,core-mof-ddec-795,100,8.693693351,215.7234842,15.9577,5.994449883,148.7450227,1.10708,4.23,6.1,2009.81,1815.41,0.532933483,0.59
GEDSUF,None,core-mof-ddec-796,100,6.449214732,174.6007671,18.09989,3.906708892,105.7670426,1.20789,4.03,6.86,1109.31,918.386,0.372550481,0.45
GEDTAM,None,core-mof-ddec-797,100,8.67611811,211.8939677,15.92291,5.9960543,146.4396542,1.08963,4.28,6.16,1937.6,1778.22,0.532290778,0.58
GEGSIW,None,core-mof-ddec-798,100,7.139021221,173.0031833,16.63814,4.707802814,114.0863498,1.08118,2.85,7.86,0,0,0.443959378,0.48
GEHSAN,None,core-mof-ddec-799,100,2.227724524,74.53545522,21.64486,1.26329026,42.2673062,1.49275,2.65,4.22,0,0,0.080388545,0.12
ABEYIR,None,core-mof-ddec-8,100,2.764813476,122.0590771,17.39319,1.94733605,85.96964791,1.96962,3.92,4.69,467.074,237.139,0.157390766,0.31
ARIBOS,None,core-mof-ddec-80,100,0.840750525,29.33336911,19.42298,0.684250297,23.87315372,1.55661,2.4,3.23,0,0,0.0385453,0.06
GELJAJ,None,core-mof-ddec-800,100,2.864635408,90.89942856,23.31341,1.285713951,40.79774452,1.41565,2.6,4.02,0,0,0.113022287,0.16
GELVEZ02,None,core-mof-ddec-801,100,3.630912076,116.9604378,20.178,2.772790127,89.31825952,1.43716,2.56,3.83,0,0,0.097414345,0.14
GELVEZ,None,core-mof-ddec-802,100,3.832219468,122.5621742,20.63407,2.82092506,90.21892178,1.42688,2.62,3.84,0,0,0.112132765,0.16
GELVID01,None,core-mof-ddec-803,100,3.100561549,110.4274528,20.69806,2.460604058,87.63516996,1.58898,2.41,3.57,0,0,0.0692268,0.11
GELVID,None,core-mof-ddec-804,100,3.618570322,127.6725558,21.41346,2.777572131,97.99995619,1.57413,2.44,3.62,0,0,0.082585301,0.13
GENGIR,None,core-mof-ddec-805,100,7.653305385,198.0458141,16.04348,5.273192341,136.4552462,1.15452,4.46,7.1,1445.09,1251.69,0.441742023,0.51
GEPDIQ,None,core-mof-ddec-806,100,3.904963554,116.2269751,21.30736,1.988484987,59.18508378,1.32793,3.21,4.79,0,0,0.188262936,0.25
GERNOI,ZnO,core-mof-ddec-807,100,6.924835528,164.502023,17.7886,4.534126322,107.7098436,1.05982,3.81,6.94,951.812,898.085,0.367987017,0.39
GERPUP,None,core-mof-ddec-808,100,3.060822415,101.2140252,11.79771,2.414149084,79.83009569,1.47529,7.39,8.52,961.088,651.456,0.223684835,0.33
GERWEH,None,core-mof-ddec-809,100,8.711521276,217.5728908,15.50705,6.213319468,155.1795416,1.11428,6.64,9.16,1338.3,1201.05,0.511541085,0.57
AROFAP,None,core-mof-ddec-81,100,7.152661249,187.5687435,18.50722,4.206410454,110.3073522,1.16997,4.31,6.18,1168.19,998.478,0.418814158,0.49
GESFAN,None,core-mof-ddec-810,100,4.362162136,103.2503037,12.69402,3.451970658,81.70650418,1.05603,7.35,7.58,809.135,766.207,0.265143983,0.28
GETXAG,None,core-mof-ddec-811,100,1.251956755,43.24207663,21.68118,0.980758158,33.8749875,1.54101,2.61,3.33,0,0,0.038935503,0.06
GETXEK,None,core-mof-ddec-812,100,13.00168022,206.5617541,12.14023,10.41801724,165.5142935,0.708821,6.64,8.06,1946.82,2746.57,0.84647605,0.6
GEVKID,None,core-mof-ddec-813,100,2.190356745,82.17997464,21.29897,0.975632696,36.6047542,1.67391,3.02,4.59,0,0,0.107532663,0.18
GEVXAI,None,core-mof-ddec-814,100,2.011802769,93.07520645,20.03576,1.545971691,71.52372815,2.06408,2.69,3.72,0,0,0.072671602,0.15
GEVXIQ,None,core-mof-ddec-815,100,3.302418559,124.2474771,13.56824,2.546074238,95.791401,1.67855,4.61,5.47,956.838,570.039,0.220428346,0.37
GEWXAJ,None,core-mof-ddec-816,100,2.023467058,76.95149973,20.34473,0.897872864,34.14568236,1.6967,4.49,4.83,451.955,266.373,0.100194495,0.17
GIDKOU,ZnO,core-mof-ddec-817,100,3.324460501,130.0754331,20.80017,1.658289767,64.88353803,1.74547,3.41,4.79,0,0,0.200519058,0.35
GIFFAE,None,core-mof-ddec-818,100,4.188569999,174.1962076,15.60023,3.211041428,133.5422923,1.85543,3.26,5.13,0,0,0.25870014,0.48
GIFKAH,None,core-mof-ddec-819,100,5.314174323,146.1906704,16.83719,3.681512497,101.2768395,1.22735,4.11,4.61,925.138,753.766,0.195543244,0.24
AROFET,None,core-mof-ddec-82,100,11.35966882,217.9919703,13.49791,8.737601251,167.6745108,0.856166,5.16,8.29,2010.71,2348.5,0.735838611,0.63
GIFKIP,None,core-mof-ddec-820,100,5.060592922,143.3954746,18.29195,3.208479811,90.91454147,1.26421,4.17,4.46,888.499,702.808,0.166111643,0.21
GIHBII,None,core-mof-ddec-821,100,2.693255839,152.3489605,27.2296,0.680792321,38.51026736,2.52371,2.78,4.58,0,0,0.162459237,0.41
GIHPAQ,None,core-mof-ddec-822,100,4.65756034,143.0871126,18.4487,3.029424596,93.06838488,1.37065,3.21,6.07,0,0,0.233465874,0.32
GIKMOD01,None,core-mof-ddec-823,100,2.470528525,106.2171938,22.91525,1.305483258,56.12757221,1.91817,2.49,3.91,0,0,0.083412836,0.16
GIKMOD02,None,core-mof-ddec-824,100,2.479530407,105.9492944,22.80546,1.299615045,55.53200582,1.90638,2.51,3.93,0,0,0.083928703,0.16
GIKMOD03,None,core-mof-ddec-825,100,2.475323416,105.8601776,22.74367,1.313104384,56.15648547,1.90802,2.5,3.92,0,0,0.083856563,0.16
GIKMOD04,None,core-mof-ddec-826,100,2.484319904,105.8904486,22.66894,1.322063118,56.35097818,1.90165,2.53,3.94,0,0,0.089396051,0.17
GIKMOD05,None,core-mof-ddec-827,100,2.492426453,106.0755131,22.65504,1.3090592,55.7124268,1.89878,2.53,3.93,0,0,0.084264633,0.16
GIKMOD06,None,core-mof-ddec-828,100,2.50081886,106.0646086,22.87145,1.306281507,55.40194813,1.89221,2.56,3.96,0,0,0.089842037,0.17
GIKMOD07,None,core-mof-ddec-829,100,2.493181553,105.7406955,22.87145,1.306281507,55.40194813,1.89221,2.56,3.96,0,0,0.089842037,0.17
ARUYES,None,core-mof-ddec-83,100,0,0,0,0,0,1.86441,1.47,2.5,0,0,0,0
GIKMOD08,None,core-mof-ddec-830,100,2.505915792,106.6727783,22.62972,1.327046784,56.49023318,1.89919,2.57,3.94,0,0,0.089511845,0.17
GIKMOD09,None,core-mof-ddec-831,100,2.509502521,106.8010867,22.45189,1.322510784,56.28429846,1.89876,2.58,3.94,0,0,0.089532116,0.17
GIKMOD10,None,core-mof-ddec-832,100,2.507221038,106.1736286,22.7179,1.328055383,56.23934098,1.88932,2.6,3.95,0,0,0.089979464,0.17
GIKMOD11,None,core-mof-ddec-833,100,2.529447974,107.7239945,22.38198,1.348464683,57.42834152,1.90006,2.61,3.92,0,0,0.089470859,0.17
GIKMOD12,None,core-mof-ddec-834,100,2.498817843,106.7096988,22.68843,1.328238764,56.72120481,1.90524,2.57,3.92,0,0,0.089227604,0.17
GIKMOD,None,core-mof-ddec-835,100,2.513208345,107.6521455,23.28093,1.271147761,54.44904073,1.91107,2.55,3.94,0,0,0.088955402,0.17
GIKQIC,None,core-mof-ddec-836,100,2.898377049,106.4496058,21.95921,1.637183717,60.12936148,1.63861,3.47,3.78,0,0,0.097643735,0.16
GIMSIG,None,core-mof-ddec-837,100,5.417947961,175.897365,15.25259,3.828627383,124.2989917,1.44846,5.71,8.72,1320.37,911.571,0.31757867,0.46
GIMVAA,None,core-mof-ddec-838,100,2.303515101,86.53216608,19.56095,1.774624691,66.66425515,1.67581,2.65,3.81,0,0,0.059672636,0.1
GINLIA,ZnO,core-mof-ddec-839,100,11.37921126,223.7240163,16.30996,7.915800123,155.6306985,0.877136,4.6,6.39,1681.58,1917.13,0.638441473,0.56
ASACON,ZnO,core-mof-ddec-84,100,2.844019038,113.3701982,16.07693,1.900293756,75.75078681,1.7783,5.09,6.41,805.079,452.724,0.208063881,0.37
GIQXEK,None,core-mof-ddec-840,100,4.474662342,171.1682062,15.56192,3.33922003,127.7343985,1.70666,3.94,5.02,918.445,538.152,0.240235313,0.41
GIQXIO,None,core-mof-ddec-841,100,4.465614832,180.6957337,15.88649,3.288783761,133.0766796,1.80531,3.87,4.9,870.596,482.241,0.232647025,0.42
GIQXOU,None,core-mof-ddec-842,100,4.359810981,181.5711232,15.78717,3.254507193,135.5390243,1.85808,3.81,4.81,802.881,432.102,0.226039783,0.42
GIQXUA,None,core-mof-ddec-843,100,4.494600656,180.6270033,15.74838,3.35370253,134.777099,1.79298,3.87,4.89,897.219,500.406,0.239824203,0.43
GIQYAH,None,core-mof-ddec-844,100,4.475356567,185.3697176,16.30835,3.282832155,135.9752369,1.84797,3.78,4.8,804.261,435.212,0.227276417,0.42
GIQYEL,None,core-mof-ddec-845,100,4.50564401,170.7804515,15.35667,3.365665294,127.5710724,1.69109,3.96,5.05,958.268,566.657,0.248360525,0.42
GIQYIP,None,core-mof-ddec-846,100,4.606378991,179.2554632,15.62066,3.425004062,133.2827131,1.7362,3.91,4.94,943.256,543.287,0.247667319,0.43
GIQYOV,None,core-mof-ddec-847,100,3.947690081,149.9207097,14.48906,3.029654958,115.0566565,1.69435,4.02,4.65,1067.47,630.018,0.218372827,0.37
GIQZIQ,None,core-mof-ddec-848,100,6.750780491,153.9843264,18.61561,3.913790454,89.27299408,1.01767,3.18,5.35,0,0,0.393054723,0.4
GIRDUI,None,core-mof-ddec-849,100,3.098907852,92.53993744,21.08367,1.692031823,50.52764604,1.33231,3.77,4.42,252.219,189.309,0.127597931,0.17
ASADAA,None,core-mof-ddec-85,100,4.305075574,146.7664354,16.96509,2.841821875,96.88193838,1.521,4.61,5.77,1072.28,704.983,0.243261012,0.37
GIRFUJ,None,core-mof-ddec-850,100,0.901856821,40.79089585,17.89965,0.661028395,29.89824966,2.01794,2.62,3.37,0,0,0.049555487,0.1
GIRGUL,None,core-mof-ddec-851,100,2.770281934,87.14806678,21.65622,1.731091403,54.45700935,1.40352,3.26,4,0,0,0.085499316,0.12
GITTIN,ZIF,core-mof-ddec-852,100,6.118150888,150.1304316,12.05342,4.858629647,119.2236313,1.09479,3.73,11.24,1275.36,1164.93,0.447574421,0.49
GITTOT,ZIF,core-mof-ddec-853,100,7.990933242,161.804977,12.57555,6.300226569,127.5705833,0.903406,3.07,11.41,0,0,0.475976471,0.43
GITWIQ,ZIF,core-mof-ddec-854,100,3.274225821,113.9612216,17.83523,2.068813705,72.00619319,1.55276,3.99,5.05,583.32,375.666,0.186764213,0.29
GIVDUL,None,core-mof-ddec-855,100,2.738118213,111.8551454,12.35942,2.176260957,88.9026575,1.82258,4.76,6.31,1284.19,704.602,0.208495649,0.38
GIWMOP,None,core-mof-ddec-856,100,0.020127862,0.864367103,12.99714,0.016495408,0.708375652,1.91597,2.45,2.95,0,0,0.020877154,0.04
GIYSAJ02,None,core-mof-ddec-857,100,1.00089272,38.65639487,24.14915,0.689810797,26.6418149,1.72312,2.73,3.57,0,0,0.040623984,0.07
GIYSAJ,None,core-mof-ddec-858,100,2.367587266,82.88032605,19.92155,1.189491285,41.63961643,1.56181,4.94,5.51,182.544,116.88,0.134459377,0.21
GIYSEN,None,core-mof-ddec-859,100,3.289764606,107.0625782,17.85755,1.914564763,62.30787431,1.45199,5.04,5.43,781.037,537.909,0.185951694,0.27
ASALIP,ZnO,core-mof-ddec-86,100,4.118530481,138.4638429,25.04929,2.120239648,71.28186391,1.49984,2.57,4.03,0,0,0.040004267,0.06
GIYSIR,None,core-mof-ddec-860,100,3.191149043,104.8400016,17.98548,1.822919535,59.88905076,1.46578,4.97,5.35,750.475,511.996,0.184202268,0.27
GIYSOX,None,core-mof-ddec-861,100,3.052611377,100.5731227,17.63167,1.753066345,57.75755079,1.46994,4.92,5.42,730.54,496.986,0.183680967,0.27
GIYSUD,None,core-mof-ddec-862,100,6.963041878,189.6451025,15.83743,4.823773809,131.3800914,1.21514,4.12,5.73,1675.5,1378.86,0.345639186,0.42
