DDEC code,MOF family,Ref code,Pressure (bar),Grav. Uptake (mol/kg),Vol. Uptake (cm3/cm3),Qst (kJ/mol),Grav. Working Capacity (mol/kg),Deliverable Capacity (Vol.),Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Vol. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Pore Volume (cm3/g),Void Fraction
ZESFUY,None,core-mof-ddec-2894,1,0.463848871,9.001358765,24.06768,0.813970774,28.55855156,0.865768,8.12,9.56,1605.29,1854.18,0.646824553,0.56
ZETPUL,None,core-mof-ddec-2895,1,0.03719058,1.996383117,16.82833,11.12370593,215.8644207,2.39493,2.77,4.39,0,0,0.037579386,0.09
ZETQIA,None,core-mof-ddec-2896,1,0.039021254,1.906565195,21.0852,1.241838187,66.66163315,2.1799,2.7,4.39,0,0,0.041286298,0.09
ZEXKUK,None,core-mof-ddec-2897,1,0.703567096,17.37851826,21.29104,1.340440736,65.49347828,1.10203,4.12,5.44,1067.09,968.291,0.31759571,0.35
ZEZPUR,None,core-mof-ddec-2898,1,0.3798584,10.71742437,19.77585,5.101657069,126.0139097,1.25879,4.74,6.87,1347.45,1070.44,0.357486157,0.45
ZEZQEC,None,core-mof-ddec-2899,1,0.398394777,11.15487667,16.80383,5.565867722,157.0368495,1.2492,4.77,6.82,1333,1067.08,0.360230548,0.45
AFOTUL,None,core-mof-ddec-29,1,0.606907189,14.41519115,16.96855,5.555690307,155.556859,1.05969,6.81,8.8,1476.05,1392.91,0.490709547,0.52
CEYPUT,None,core-mof-ddec-290,1,1.087555253,29.41444649,16.5479,8.096673047,192.3112658,1.20669,3.83,5.37,698.332,578.719,0.25690111,0.31
ZIBGIC,None,core-mof-ddec-2900,1,0.002173513,0.080729136,19.51052,3.118850863,84.3536653,1.65712,2.45,3.15,0,0,0.018103698,0.03
ZIDDIB,None,core-mof-ddec-2901,1,0.70488865,30.20256509,17.71342,0.263529381,9.788069495,1.91164,2.41,4.56,0,0,0.10985332,0.21
ZIDVAL,None,core-mof-ddec-2902,1,0.642681338,19.29050915,22.87162,0.691443684,29.6264848,1.33917,3.58,5.33,0,0,0.179215484,0.24
CEZMUR,None,core-mof-ddec-291,1,0,0,20.92615,1.716152259,51.51145508,2.52289,1.08,2.02,0,0,0,0
ZIGFEC,None,core-mof-ddec-2914,1,0.411857029,7.376325017,0,0,0,0.799051,6.84,12.81,1893.05,2369.12,0.926098584,0.74
ZIGWUJ,None,core-mof-ddec-2915,1,0.348410056,10.32397648,13.01817,13.60342634,243.6362306,1.32203,3.34,5.42,0,0,0.242051996,0.32
ZIHTEP,None,core-mof-ddec-2916,1,0.178251476,4.434604798,18.20752,3.099785835,91.85187262,1.10997,3.49,4.35,0,0,0.10811103,0.12
ZIJVOF01,None,core-mof-ddec-2917,1,0.577992296,15.87332399,18.45067,2.336407091,58.12598211,1.22527,3.42,5.28,0,0,0.301974259,0.37
ZIJVOF02,None,core-mof-ddec-2918,1,0.576001974,15.8262516,19.35033,5.140974465,141.1858841,1.22585,3.37,5.28,0,0,0.301831382,0.37
ZIKJIO,None,core-mof-ddec-2919,1,0.526053037,9.231828714,19.47327,4.988725154,137.0703975,0.782965,5.59,7.08,2225.55,2842.46,0.842949557,0.66
CEZNAY,None,core-mof-ddec-292,1,0.102914044,4.87733469,15.82896,13.66259896,239.7681691,2.11441,2.94,5.02,0,0,0.094589034,0.2
ZIKJOU,None,core-mof-ddec-2920,1,0.717154488,15.58880363,16.10204,1.675657193,79.41327164,0.969805,3.96,5.82,1225,1263.14,0.536190265,0.52
ZILBAZ,None,core-mof-ddec-2921,1,0.473072733,10.6003367,18.03011,8.799274692,191.2700367,0.999721,4.29,4.99,705.045,705.242,0.280078142,0.28
ZILBED,None,core-mof-ddec-2922,1,0.606942174,12.96416515,19.83331,6.221834954,139.4152331,0.952981,3.81,4.97,675.508,708.837,0.430228934,0.41
ZIMJOW,None,core-mof-ddec-2923,1,0.141812759,5.412626511,19.93722,7.952657352,169.8671928,1.70284,3.18,4.93,0,0,0.152686101,0.26
ZISYAD,None,core-mof-ddec-2924,1,0.817443115,23.61548893,17.9078,2.858678338,109.1083645,1.28892,4.92,5.91,960.286,745.031,0.279303603,0.36
ZNGLUD01,ZnO,core-mof-ddec-2925,1,0.010892221,0.411423805,19.97202,3.490383987,100.8353033,1.68506,2.6,3.16,0,0,0.029672534,0.05
ZNGLUD,ZnO,core-mof-ddec-2926,1,0.017951383,0.665580261,19.45413,1.521902527,57.48569902,1.65404,2.66,3.19,0,0,0.030229015,0.05
ZURQOS,None,core-mof-ddec-2927,1,0.505736656,14.80611619,21.13906,1.896110679,70.30176216,1.30618,3.69,4.62,0,0,0.199053729,0.26
CICYIX,None,core-mof-ddec-293,1,0.018856883,0.869197804,18.8368,4.282872694,125.3868194,2.0565,2.72,3.24,0,0,0.024313153,0.05
CIDKUX,None,core-mof-ddec-294,1,0.278154773,6.525080091,19.39741,1.744369165,80.40575325,1.04661,8.3,9.18,1526.93,1458.94,0.55417013,0.58
CIFDOM,None,core-mof-ddec-295,1,0.529938794,11.64012306,13.60546,7.926360411,185.9401366,0.979977,4.03,5.56,1443.5,1472.99,0.530624698,0.52
CIFDUS,None,core-mof-ddec-296,1,0.500748154,11.02318077,16.72406,7.686084016,168.8250885,0.982136,4.13,6.08,1350.11,1374.67,0.519276353,0.51
CIFJAE,None,core-mof-ddec-297,1,0.582362876,15.31164222,17.21772,8.009142236,176.3086333,1.17303,5.17,5.81,1156.85,986.203,0.383621902,0.45
CIFMEL,None,core-mof-ddec-298,1,0.2206181,3.763782309,18.53297,5.647128519,148.4758301,0.761139,5.76,8.24,2594.02,3408.07,0.985365354,0.75
CIGDUT,None,core-mof-ddec-299,1,0.308762766,12.01581033,12.0646,14.028072,239.3212947,1.73625,3.73,5.05,134.783,77.6287,0.207343413,0.36
ABAVOP,None,core-mof-ddec-3,1,0.308881673,10.84133077,19.4196,3.293278878,128.1612249,1.56594,2.44,3.54,0,0,0.076631289,0.12
AFOVAT,None,core-mof-ddec-30,1,0.633226173,14.77164546,22.90597,1.941845648,68.15616725,1.04077,6.55,8.33,1444.52,1387.94,0.490021811,0.51
CIGFEF,None,core-mof-ddec-300,1,0.366830609,12.86042651,16.45493,8.001106364,186.6465909,1.56415,3.7,5.08,0,0,0.242943452,0.38
CIGYAU,None,core-mof-ddec-301,1,0.20111068,7.186452435,19.38652,3.766350581,132.0415298,1.59429,2.67,3.88,0,0,0.056451461,0.09
CIJVOH01,None,core-mof-ddec-302,1,0.168367667,5.382989602,19.70173,0.853529908,30.49988243,1.42641,4.44,5.73,1957.1,1372.05,0.406615209,0.58
CIJVOH,None,core-mof-ddec-303,1,0.164060145,5.306952257,14.76358,7.446190809,238.0668949,1.44318,4.4,5.67,1855.44,1285.66,0.388031985,0.56
CILDAD,None,core-mof-ddec-304,1,0.000108024,0.005338125,14.91643,7.266235853,235.045304,2.20473,2.5,3.07,0,0,0.013607108,0.03
CISMAT01,None,core-mof-ddec-305,1,0.634248244,22.00881713,11.09487,0.017985956,0.888797787,1.54817,2.54,4.09,0,0,0.109807063,0.17
CITXUZ,Cu-Cu,core-mof-ddec-306,1,0.449307475,12.35991187,22.34461,2.640715205,91.63449571,1.22731,2.76,5.81,0,0,0.260732822,0.32
CITZIP,None,core-mof-ddec-307,1,0.313554441,10.02437729,18.05485,3.690541192,101.5223792,1.42635,5.87,6.79,1193.04,836.428,0.301468784,0.43
CIVTEH,None,core-mof-ddec-308,1,0.551392667,13.11108934,17.45021,4.782976423,152.9123942,1.06088,4.02,5.39,821.731,774.575,0.339340925,0.36
CIWYUD,None,core-mof-ddec-309,1,0.328602745,10.40073883,20.16837,5.725110634,136.1324542,1.41213,4.57,7.11,1072.35,759.389,0.28326004,0.4
AFOVIB,None,core-mof-ddec-31,1,0.615102821,15.093907,18.03187,4.506864087,142.6485841,1.0948,6.74,8.79,1456.64,1330.5,0.474972598,0.52
CODFEH,None,core-mof-ddec-310,1,0.141795729,4.731329951,16.66317,7.678601444,188.4239384,1.48867,3.49,3.79,0,0,0.114195893,0.17
CODROD,None,core-mof-ddec-311,1,0.251020246,10.62649275,18.61379,2.89580449,96.62495935,1.88869,3.84,4.34,404.11,213.963,0.137661554,0.26
CODRUJ,None,core-mof-ddec-312,1,0.267235761,11.5194448,18.93345,2.486548619,105.2635845,1.92319,3.79,4.33,397.999,206.947,0.135192051,0.26
COGWEB,ZnO,core-mof-ddec-316,1,0.572170509,11.8250856,18.40484,2.440770165,105.211657,0.922041,5.7,6.37,1604.26,1739.9,0.585657254,0.54
COJHIT,None,core-mof-ddec-317,1,0.398851183,6.404869006,17.19559,8.480882164,175.2749504,0.716453,9.36,10.09,1626.51,2270.22,0.92120488,0.66
COMDOY,None,core-mof-ddec-318,1,0.775572009,21.32859945,14.70389,14.76951589,237.1732078,1.22694,5.54,6.12,1165.85,950.215,0.326014312,0.4
COMGUH,None,core-mof-ddec-319,1,0.045105625,1.979906317,19.83049,5.087182572,139.8999425,1.95837,2.48,4.79,0,0,0.056169161,0.11
AFOVOH,None,core-mof-ddec-32,1,0.626503016,14.71853427,17.10252,1.085484815,47.64723389,1.04816,6.85,8.79,1497.88,1429.05,0.496107465,0.52
COWMAD,None,core-mof-ddec-320,1,0.251465859,6.892841321,16.49488,8.016604264,188.3353496,1.22293,5.58,6.74,1847.49,1510.71,0.457916643,0.56
COWMIL,None,core-mof-ddec-321,1,0.27635262,7.669703221,15.6843,7.57428876,207.6161383,1.23822,5.53,6.74,1855.2,1498.29,0.460338227,0.57
COWMOR,None,core-mof-ddec-322,1,0.243204771,6.797191529,15.85149,7.568934261,210.0630691,1.24692,5.56,6.72,1855.71,1488.23,0.449106599,0.56
COWMUX,None,core-mof-ddec-323,1,0.249706403,7.051495334,15.48204,7.339647256,205.1316182,1.25989,5.53,6.71,1860.24,1476.51,0.444483249,0.56
COWXOC,None,core-mof-ddec-324,1,0.313521194,9.021068929,15.61155,7.304002241,206.258779,1.28374,2.91,5.83,0,0,0.194743484,0.25
COXQUB,None,core-mof-ddec-325,1,0.161033576,6.22397017,18.83572,2.844250542,81.83874221,1.72439,2.84,4,0,0,0.075388978,0.13
COXXIX,None,core-mof-ddec-326,1,0.083138928,2.690805862,21.51827,2.146931531,82.97920293,1.444,3.9,5,538.634,373.016,0.193905817,0.28
COYCEZ,None,core-mof-ddec-327,1,0.382146463,9.977521993,14.82039,3.602777483,116.6045193,1.16488,4.26,6.3,1350.98,1159.76,0.386305886,0.45
COYCID,None,core-mof-ddec-328,1,0.248251235,5.180940658,17.12837,6.279614087,163.9554299,0.931123,6.96,9.57,1702.98,1828.95,0.6551229,0.61
COYTEQ,None,core-mof-ddec-329,1,0.718323116,28.78370727,14.09826,10.13178853,211.4478712,1.78776,3.38,3.84,0,0,0.195775719,0.35
AFOYOK,None,core-mof-ddec-33,1,0.367806961,8.07443415,22.21805,2.366591313,94.8309613,0.979448,5.72,7.73,1336.77,1364.82,0.449232629,0.44
COYTIU,None,core-mof-ddec-330,1,0.702739082,28.27668524,17.57135,8.604746171,188.8992426,1.79522,3.33,3.82,0,0,0.189391829,0.34
COYTOA,None,core-mof-ddec-331,1,0.70532284,29.74491968,22.65149,2.373604385,95.50865432,1.88149,3.22,3.79,0,0,0.180707843,0.34
COYVAO01,None,core-mof-ddec-332,1,0.352161935,15.1841613,23.36438,2.227466169,93.93684502,1.92367,3.26,4.95,0,0,0.155951904,0.3
COYVAO,None,core-mof-ddec-333,1,0.35831374,15.44940858,20.49068,2.172426595,93.66848753,1.92367,3.28,5.01,0,0,0.161150301,0.31
COYVES01,None,core-mof-ddec-334,1,0.316863559,13.80595953,20.13216,2.209232062,95.25542832,1.94391,3.02,4.86,0,0,0.138895319,0.27
COYVES,None,core-mof-ddec-335,1,0.32858423,14.31663709,19.03387,1.960727366,85.43021704,1.94391,3.06,4.87,0,0,0.14403959,0.28
CUCSAU,None,core-mof-ddec-336,1,0.485049404,9.135603754,19.62653,1.963119477,85.53444295,0.840322,4.21,5.58,968.591,1152.64,0.321305404,0.27
CUGLTM01,None,core-mof-ddec-337,1,0.007468303,0.281969001,17.91629,5.420112145,102.0844402,1.68446,2.64,3.16,0,0,0.035619724,0.06
CUGLTM02,None,core-mof-ddec-338,1,0.004632744,0.174529503,18.32591,1.016960558,38.39578422,1.68079,2.57,3.14,0,0,0.029747916,0.05
CUGLTM,None,core-mof-ddec-339,1,0.006176992,0.231093607,19.59662,0.717695936,27.03777953,1.66914,2.69,3.18,0,0,0.035946655,0.06
AFUPEX,None,core-mof-ddec-34,1,0.359178443,11.16145032,18.49484,0.957886414,35.8364427,1.38641,4.59,5.43,1789.56,1290.79,0.425559539,0.59
CUHPUR,None,core-mof-ddec-340,1,0.404311317,8.086785782,16.707,6.347962839,197.2625951,0.89237,5.84,7.61,1999.35,2240.49,0.683572957,0.61
CUIMDZ01,None,core-mof-ddec-341,1,0.12623624,4.718445073,16.21844,11.11146448,222.2446646,1.66764,3.8,4.57,74.6406,44.7582,0.023985992,0.04
CUKVUA,None,core-mof-ddec-342,1,0.081020076,2.363483512,18.17478,0.471988473,17.64193619,1.30151,2.56,3.41,0,0,0.069150448,0.09
CUKYAJ,None,core-mof-ddec-343,1,0.290464654,10.79466073,19.43082,1.903939036,55.54090748,1.65805,4.29,4.72,785.806,473.933,0.223153705,0.37
CUMDIY,None,core-mof-ddec-344,1,0.458459167,20.67237314,18.87368,3.763931969,139.8805951,2.01174,4.26,5.06,506.897,251.969,0.07953314,0.16
CUMDOE,None,core-mof-ddec-345,1,0.189373464,6.793591877,21.08799,1.01839047,45.92022437,1.60054,4.97,5.66,975.346,609.386,0.156197283,0.25
CUNFOH01,None,core-mof-ddec-346,1,0.090749969,3.361512056,17.30682,2.922205052,104.8313109,1.65261,5.77,8.65,1561.19,944.682,0.284398618,0.47
CUNFOH,None,core-mof-ddec-347,1,0.082511276,3.026864345,13.15409,4.389009577,162.5753564,1.63668,5.64,9.09,1604.16,980.134,0.293276633,0.48
CUNWEO,None,core-mof-ddec-348,1,0.336435695,9.286062271,12.88255,4.419277337,162.1178774,1.23144,6.49,7.1,1015.11,824.322,0.324822971,0.4
CUNXIS10,None,core-mof-ddec-349,1,2.443375584,104.3235458,18.24815,5.161096226,142.452961,1.90489,2.77,4.73,0,0,0.230984466,0.44
AGARUW,None,core-mof-ddec-35,1,0.16139696,6.410097792,25.03592,1.15025802,49.11197278,1.77195,6.25,6.78,1107.33,624.922,0.231383504,0.41
CUNXIS,None,core-mof-ddec-350,1,2.451220993,104.6585171,16.29149,3.449767503,137.0121658,1.90489,2.77,4.73,0,0,0.230984466,0.44
CUTKOS,ZnO,core-mof-ddec-351,1,0.780114537,20.74955894,25.03592,1.154753581,49.30391743,1.18663,4.14,5.46,617.522,520.398,0.261244027,0.31
CUVGIK,None,core-mof-ddec-352,1,0.917589067,21.08362663,19.64328,3.019535012,80.31387283,1.02515,5.06,6.25,1207.31,1177.69,0.331658782,0.34
CUVGOQ,None,core-mof-ddec-353,1,1.033895911,23.22245481,19.2831,5.949002506,136.6914146,1.00212,4.54,5.6,1335.91,1333.08,0.34925957,0.35
CUVTUJ,CPO27,core-mof-ddec-354,1,0.22650808,5.968923327,19.67016,5.580154092,125.3364819,1.17569,10.88,11.5,1433.73,1219.48,0.527349897,0.62
CUVXAT,None,core-mof-ddec-355,1,0.446623746,10.62913857,14.11497,8.718911598,229.7600808,1.06179,4.78,6.51,1407.4,1325.49,0.433230676,0.46
CUYHIO,None,core-mof-ddec-356,1,0.144242069,4.245961228,17.4693,6.415475217,152.6810332,1.31327,3.15,3.56,0,0,0.060916643,0.08
CUYQIX,None,core-mof-ddec-357,1,0.245441884,7.20503527,19.93726,2.0331282,59.84789023,1.30964,3.14,3.73,0,0,0.083992548,0.11
CUYRUK,ZnO,core-mof-ddec-358,1,0.082071956,3.62525584,21.71628,2.836939779,83.27939322,1.97065,2.86,3.96,0,0,0.025372339,0.05
CUYVOI,None,core-mof-ddec-359,1,0.315306605,10.07250083,24.2619,0.804068812,35.51706714,1.42517,2.63,4.52,0,0,0.119284015,0.17
AGAXOV,Cu-Cu,core-mof-ddec-36,1,0.328865148,6.538244435,19.78488,2.423190187,77.40905133,0.887006,5.31,7.05,2429.86,2739.39,0.800445544,0.71
CUYWUP,None,core-mof-ddec-360,1,0.859337557,18.16054274,14.39291,11.96036249,237.786746,0.942864,4.59,7.48,1584.84,1680.88,0.593935074,0.56
CUYYAX,None,core-mof-ddec-361,1,0.873920561,22.73118828,18.7751,8.393275468,177.3766741,1.16048,3.83,5.05,851.348,733.617,0.32745071,0.38
CUYYEB,None,core-mof-ddec-362,1,0.87760799,22.84507907,19.77983,5.458537611,141.9797768,1.16139,3.82,5.05,848.925,730.953,0.318583766,0.37
DABWUA,None,core-mof-ddec-366,1,0.589974662,12.26550204,19.98841,5.419705272,141.0807524,0.927551,3.85,6.32,1265.37,1364.21,0.582178231,0.54
DACXUB,None,core-mof-ddec-367,1,0.726738162,24.11424208,18.88831,10.45685541,217.3967623,1.48041,3.23,5.16,0,0,0.162117251,0.24
DACYAI,None,core-mof-ddec-368,1,0.671631472,22.07606047,19.84032,1.56215358,51.83455552,1.46649,3.3,5.21,0,0,0.17047508,0.25
DAGDIZ,None,core-mof-ddec-369,1,0.295134732,10.91561676,18.8366,1.653789888,54.35892609,1.65009,3.59,6.54,0,0,0.24241102,0.4
AGESIP,None,core-mof-ddec-37,1,0.136212861,6.900293151,18.07748,3.626634796,134.1318092,2.26011,3.05,3.71,0,0,0.070793014,0.16
DAGDUL,None,core-mof-ddec-370,1,0.514937638,17.30079764,19.51876,1.717617656,87.01135323,1.49897,3.54,5.27,0,0,0.213479923,0.32
DAHTIQ,None,core-mof-ddec-371,1,0.165147029,5.245683676,19.30599,3.305411855,111.0547324,1.41716,2.56,4.21,0,0,0.042338198,0.06
DAJHOM,None,core-mof-ddec-372,1,0.713583403,20.81144677,20.94767,0.58113846,18.45911826,1.3012,3.38,4.93,0,0,0.199815555,0.26
DAJHUS,None,core-mof-ddec-373,1,0.429870623,12.63170644,22.59134,2.504600409,73.04592272,1.31102,3.21,4.35,0,0,0.152552974,0.2
DALCEZ,None,core-mof-ddec-374,1,0.261184655,7.143155184,20.53668,2.708994367,79.60353608,1.2202,3.16,4.2,0,0,0.106539911,0.13
DANZOJ,None,core-mof-ddec-375,1,0.381474956,8.150209924,20.86768,2.388370899,65.31970264,0.953196,4.84,11.29,1281.63,1344.56,0.608479263,0.58
DAPBIH,None,core-mof-ddec-376,1,0.394788209,8.749298202,13.63849,8.597500377,183.6855391,0.988754,5.13,11.12,1347.84,1363.17,0.606824347,0.6
DARCOQ,None,core-mof-ddec-377,1,0.589336343,13.29305199,13.42666,8.441937746,187.0902654,1.00634,4.52,7.17,1494.93,1485.51,0.51672397,0.52
DARCUW,None,core-mof-ddec-378,1,0.536498179,14.39399716,17.15562,7.648648457,172.5226738,1.19701,4.42,7.19,1455.92,1216.3,0.434415753,0.52
DARDAD,None,core-mof-ddec-379,1,0.522695449,14.00029151,17.98143,6.408292109,171.9315033,1.19501,4.47,7.11,1459.55,1221.37,0.435142802,0.52
AGUWUV,None,core-mof-ddec-38,1,0.244268278,8.278852117,17.58171,6.397069979,171.3442209,1.51212,3.32,4.5,0,0,0.132264635,0.2
DARDEH,None,core-mof-ddec-380,1,0.494384851,12.1895741,20.25925,3.188338661,108.0606312,1.10002,4.62,7.44,1507.18,1370.14,0.481809422,0.53
DARDOR,None,core-mof-ddec-381,1,0.472609257,12.0277134,17.05,7.300152006,179.9928611,1.13544,4.52,7.57,1475.46,1299.46,0.449165081,0.51
DARFAF,None,core-mof-ddec-382,1,0.490553569,12.48412113,17.2002,7.019426021,178.6415378,1.13542,4.58,7.31,1510.04,1329.94,0.457980307,0.52
DARFEJ,None,core-mof-ddec-383,1,0.515640667,13.49761601,17.19575,6.977217567,177.5635419,1.16787,4.46,7.29,1476.09,1263.92,0.445255037,0.52
DARFIN,None,core-mof-ddec-384,1,0.489574026,12.9117337,17.57695,6.667268853,174.525092,1.17666,4.46,7.34,1442.06,1225.55,0.433430218,0.51
DARFOT,None,core-mof-ddec-385,1,0.501711979,13.32345203,17.55449,6.597424015,173.9965304,1.1848,4.44,7.26,1459.63,1231.96,0.430452397,0.51
DATHAJ,None,core-mof-ddec-386,1,0.144021128,6.077192827,17.22839,6.479763242,172.0764468,1.88262,3.71,5.55,0,0,0.122170167,0.23
DAVYEG,None,core-mof-ddec-387,1,0.506637942,18.18891155,17.95581,1.839880067,77.63656695,1.60174,2.54,4.85,0,0,0.056188895,0.09
DAWBIO,None,core-mof-ddec-388,1,0.550710454,17.33828062,19.07195,0.158880761,5.704010444,1.40464,4.6,5.37,684.79,487.519,0.149504499,0.21
DAWBOU,None,core-mof-ddec-389,1,0.556800299,17.52360636,20.49665,2.598629298,81.81388906,1.40413,4.66,5.39,703.711,501.173,0.156680649,0.22
AHINIP,None,core-mof-ddec-39,1,0.269314215,7.584404337,20.14336,2.636086863,82.9628659,1.25642,2.92,5.11,0,0,0.119386829,0.15
DAWBUA,None,core-mof-ddec-390,1,0.627550605,18.80637253,19.35332,1.873617262,52.76465228,1.33702,4.43,5.52,778.079,581.948,0.172024353,0.23
DAWCAH,None,core-mof-ddec-391,1,0.663924063,20.13885838,20.67979,2.948079356,88.34774141,1.35332,4.39,5.49,803.675,593.857,0.169952413,0.23
DAWCOV,None,core-mof-ddec-392,1,0.819376421,17.93977763,19.98126,2.916917747,88.47908478,0.976829,4.38,6.44,1450.55,1484.95,0.532334728,0.52
DAWDAI,None,core-mof-ddec-393,1,0.578452338,18.3660404,18.8647,7.738271667,169.4250279,1.41655,3.48,5.05,0,0,0.183544527,0.26
DAWWEF,None,core-mof-ddec-394,1,0.227889876,5.505171184,21.56063,3.309207016,105.0683449,1.07778,5.34,7.03,1934.44,1794.84,0.547421552,0.59
DAWWIJ,None,core-mof-ddec-395,1,0.237892458,7.785351905,14.53959,8.308589125,200.7118799,1.4601,2.79,4.15,0,0,0.212314225,0.31
DAXGUG,ZnO,core-mof-ddec-396,1,0.928155063,25.89044003,19.42876,3.457486215,113.150905,1.24446,2.5,4.37,0,0,0.216961574,0.27
DAXHIV01,None,core-mof-ddec-397,1,0.378172315,7.484803561,20.18679,3.342007301,93.22368974,0.883035,6.97,7.68,1863.56,2110.4,0.679474766,0.6
DAXHIV,None,core-mof-ddec-398,1,0.370059667,7.316137635,15.47721,11.06819351,219.0621863,0.882059,6.92,7.62,1880.28,2131.69,0.680226606,0.6
DAXHUH01,None,core-mof-ddec-399,1,0.38913311,7.76453404,15.41829,11.04271796,218.3162656,0.890235,6.81,7.58,1876.39,2107.75,0.673979343,0.6
ABEXIQ,None,core-mof-ddec-4,1,0.185353549,7.426591512,15.65417,11.04761711,220.4376779,1.7876,4.08,4.81,597.329,334.152,0.179010964,0.32
AHOKIR01,None,core-mof-ddec-40,1,1.007229785,43.50438311,18.445,2.85126726,114.2421999,1.92701,3.47,4.31,0,0,0.0778408,0.15
DAXHUH,None,core-mof-ddec-400,1,0.371396552,7.2965621,21.86826,2.182515766,94.2674685,0.876532,6.79,7.5,1919.7,2190.11,0.684515796,0.6
DAXKOE,None,core-mof-ddec-401,1,0.382748566,12.54280002,15.37787,11.06409982,217.3684464,1.46205,2.93,4.47,0,0,0.177832495,0.26
DAXNOG,ZnO,core-mof-ddec-402,1,0.723453763,20.64717529,18.90679,3.292404918,107.8932233,1.2732,5.13,5.57,1106.82,869.318,0.267043669,0.34
DAYYIN,ZIF,core-mof-ddec-403,1,0.335651867,8.428002448,19.06529,4.218370175,120.3911472,1.12027,4.39,6.74,1074.57,959.204,0.312424683,0.35
DEBGIA,None,core-mof-ddec-404,1,0.59005616,17.34140883,16.8246,5.02896843,126.274162,1.31115,3.47,4.22,0,0,0.183045418,0.24
DEBNUU,None,core-mof-ddec-405,1,0.096104352,3.74231726,19.23388,3.674084609,107.9792189,1.73731,2.61,3.22,0,0,0.063316276,0.11
DEFKUU,None,core-mof-ddec-406,1,0.302224531,11.59149082,22.98291,1.975856355,76.94012989,1.71115,4.54,5.41,1295.89,757.32,0.187008737,0.32
DEGJIK,None,core-mof-ddec-407,1,0.535207378,19.03272734,18.44981,3.493727305,133.9980836,1.5866,3.84,4.5,330.73,208.452,0.107147359,0.17
DEHBIC,None,core-mof-ddec-408,1,0.110102442,5.462115659,20.12622,1.623451253,57.73221054,2.2133,2.99,3.97,0,0,0.049699544,0.11
DEHLAF,None,core-mof-ddec-409,1,0.476400032,13.19702952,19.36475,1.583122956,78.53777354,1.23592,2.56,5.32,0,0,0.129458217,0.16
AHUTIH01,None,core-mof-ddec-41,1,0.099698285,4.610918506,21.09121,1.623154378,44.96392692,2.06338,3.25,4.18,0,0,0.072696256,0.15
DEJCEB,None,core-mof-ddec-410,1,0.796680285,22.91980974,19.26753,2.044791085,94.56897967,1.28345,2.81,4.68,0,0,0.303868479,0.39
DEJCIF,None,core-mof-ddec-411,1,0.555453905,17.09356247,19.88588,3.725139033,107.1690608,1.37299,4.58,5.08,1017.41,741.019,0.276768221,0.38
DEJROB,None,core-mof-ddec-412,1,0.850377994,21.7214767,17.81049,3.505294818,107.8720942,1.13963,3.56,5.53,0,0,0.272018111,0.31
DEJRUH,None,core-mof-ddec-413,1,0.636654256,14.70418039,18.43346,3.705711976,94.65618461,1.03045,3.78,4.98,913.699,886.701,0.359066427,0.37
DEKHEH,None,core-mof-ddec-414,1,0.693426271,16.64027542,18.06652,5.546052252,128.091742,1.07065,4.14,5.44,1043.23,974.387,0.326904217,0.35
DEKHUX,None,core-mof-ddec-415,1,0.676722644,15.95663653,19.67709,5.439599864,130.53506,1.052,5.42,6.73,1159.3,1101.99,0.380228137,0.4
DENKOX,None,core-mof-ddec-416,1,4.43E-05,0.001376323,19.84293,6.221096806,146.6890186,1.38639,2.43,2.99,0,0,0.014425955,0.02
DEPXAY,None,core-mof-ddec-417,1,0.495012138,11.87362112,10.31796,0.008138594,0.252899269,1.07008,3.95,5.3,1415.91,1323.19,0.523325359,0.56
DEPXIG,None,core-mof-ddec-418,1,0.531485089,14.46831746,17.90354,8.675008403,208.0833079,1.21453,4.42,5.46,1161.24,956.119,0.39521461,0.48
DEQFOU,None,core-mof-ddec-419,1,0.31744738,9.532876741,18.59025,5.029662998,136.9196662,1.33979,3.99,4.43,277.275,206.954,0.201524119,0.27
AHUTIH,None,core-mof-ddec-42,1,0.075249965,3.455368429,19.21023,4.165586156,125.0916588,2.04865,3.27,4.19,0,0,0.078100212,0.16
DEQVIF,None,core-mof-ddec-420,1,0.572773145,14.14159201,18.01142,2.030498931,93.23754423,1.10154,5.12,6.28,1182.75,1073.72,0.363127984,0.4
DEYDOA,None,core-mof-ddec-421,1,0.450777275,12.83746065,20.23279,6.301442662,155.5806728,1.27058,4.12,4.42,846.249,666.032,0.157408428,0.2
DEYJIC,None,core-mof-ddec-422,1,0.517656365,14.64727286,18.63492,4.007491101,114.1273354,1.26241,3.79,5.19,888.396,703.732,0.261404773,0.33
DEYJOI,None,core-mof-ddec-423,1,0.51652567,14.39837424,18.27005,5.035212625,142.4731506,1.24367,3.64,5.2,0,0,0.273384419,0.34
DEYLUQ,None,core-mof-ddec-424,1,0.243573746,8.843694793,17.81055,5.180021053,144.395305,1.6199,4.67,7.28,806.501,497.87,0.209889499,0.34
DEYVUA,ZnO,core-mof-ddec-425,1,0.911974133,19.64789591,17.93571,3.018827045,109.6078108,0.961151,4.44,5.36,1830.17,1904.14,0.686676703,0.66
DEYXIQ,None,core-mof-ddec-426,1,0.696782132,20.5355874,19.10648,9.163659348,197.4251445,1.3149,3.32,4.51,0,0,0.258574797,0.34
